planet_radius,Period(Days),host_star_id,planet_name
0.87,511,S11906889,Planet_4337
3.369999999999999,102,S229066244,Planet_4338
5.969999999999999,363,S250419029,Planet_4339
1.67,11,S236659543,Planet_4340
1.17,175,S286281805,Planet_4341
0.67,187,S21188228,Planet_4342
6.069999999999999,518,S47340994,Planet_4343
0.97,418,S322949041,Planet_4344
1.4699999999999998,22,S312808742,Planet_4345
1.4699999999999998,181,S160046215,Planet_4346
2.37,239,S17668155,Planet_4347
1.67,480,S17339628,Planet_4348
2.6699999999999995,170,S309133240,Planet_4349
11.269999999999998,94,S71520610,Planet_4350
3.5699999999999994,383,Snan,Planet_4351
1.67,332,S450082328,Planet_4352
3.27,66,S346720608,Planet_4353
1.27,12,S14768025,Planet_4354
1.5699999999999998,43,S144516963,Planet_4355
4.27,13,S186368144,Planet_4356
2.07,51,S426020151,Planet_4357
0.77,35,S167308252,Planet_4358
1.67,64,S243688155,Planet_4359
11.769999999999998,511,S382622447,Planet_4360
1.7699999999999996,125,S411305854,Planet_4361
2.27,284,S283858338,Planet_4362
1.0699999999999998,601,S277717346,Planet_4363
0.77,24,S234837298,Planet_4364
9.369999999999996,604,S445258206,Planet_4365
1.0699999999999998,33,S427443387,Planet_4366
2.07,609,S470431262,Planet_4367
0.67,55,S25909530,Planet_4368
1.0699999999999998,12,S300157969,Planet_4369
4.069999999999999,148,S369534824,Planet_4370
2.27,228,S409336422,Planet_4371
0.67,342,S73570422,Planet_4372
2.27,444,S178106944,Planet_4373
1.7699999999999996,465,S270503578,Planet_4374
1.27,365,S286520195,Planet_4375
2.1699999999999995,454,S384884002,Planet_4376
0.87,55,S285544488,Planet_4377
1.37,57,S178952975,Planet_4378
1.37,484,S279603800,Planet_4379
0.97,195,S405561257,Planet_4380
3.0699999999999994,203,S359227934,Planet_4381
1.67,436,S4624167,Planet_4382
1.0699999999999998,172,S48875199,Planet_4383
0.87,86,S23189325,Planet_4384
2.47,12,S317439826,Planet_4385
0.87,205,S112072597,Planet_4386
1.37,16,S138295548,Planet_4387
1.4699999999999998,153,S219030951,Planet_4388
0.77,38,S58318574,Planet_4389
2.1699999999999995,272,S327395613,Planet_4390
1.0699999999999998,33,S300081980,Planet_4391
1.4699999999999998,50,S390410291,Planet_4392
0.87,176,S239198426,Planet_4393
0.67,50,Snan,Planet_4394
4.069999999999999,483,S452763353,Planet_4395
0.97,22,S165686740,Planet_4396
0.67,472,S22750743,Planet_4397
0.77,256,S23675869,Planet_4398
1.17,55,S73305532,Planet_4399
2.37,294,S69889261,Planet_4400
0.77,105,S21874103,Planet_4401
1.67,212,S423432571,Planet_4402
1.37,225,S417931249,Planet_4403
1.97,16,S57043368,Planet_4404
16.369999999999997,345,S387359292,Planet_4405
1.97,40,S223756673,Planet_4406
0.97,233,S6013637,Planet_4407
1.17,521,S214300025,Planet_4408
2.1699999999999995,11,S87216634,Planet_4409
1.97,129,S366363552,Planet_4410
1.17,29,S432141853,Planet_4411
3.0699999999999994,22,S50616953,Planet_4412
1.5699999999999998,424,S441056236,Planet_4413
1.5699999999999998,78,S188269990,Planet_4414
2.1699999999999995,341,S185284480,Planet_4415
0.67,26,S63216220,Planet_4416
3.4699999999999998,578,S454082369,Planet_4417
0.77,306,S128703021,Planet_4418
1.37,275,S16247025,Planet_4419
2.27,57,S445872126,Planet_4420
1.37,37,S101133932,Planet_4421
1.87,481,S139757119,Planet_4422
2.9699999999999998,106,S387671038,Planet_4423
0.77,69,S95473936,Planet_4424
1.27,209,S404408236,Planet_4425
1.17,40,S1996937087,Planet_4426
1.7699999999999996,345,S17618172,Planet_4427
0.67,434,Snan,Planet_4428
0.87,461,S318805118,Planet_4429
2.1699999999999995,407,S243069479,Planet_4430
3.1699999999999995,24,S86437992,Planet_4431
0.77,209,S27525457,Planet_4432
1.7699999999999996,65,S441709023,Planet_4433
6.269999999999999,191,S158985758,Planet_4434
1.17,10,S278829597,Planet_4435
1.97,32,S188503588,Planet_4436
5.369999999999999,70,S294153481,Planet_4437
3.1699999999999995,101,S38588060,Planet_4438
14.669999999999996,454,S352593978,Planet_4439
0.67,49,S192468220,Planet_4440
1.0699999999999998,30,S370937637,Planet_4441
0.97,67,S357348571,Planet_4442
0.67,243,S292149989,Planet_4443
1.7699999999999996,112,S145112971,Planet_4444
2.47,365,S470610753,Planet_4445
1.97,102,S60879587,Planet_4446
0.97,267,S117768715,Planet_4447
0.67,636,S2620617,Planet_4448
1.5699999999999998,115,S402140665,Planet_4449
2.869999999999999,49,S207077159,Planet_4450
1.17,157,S330970263,Planet_4451
0.87,161,S430173956,Planet_4452
1.87,179,S47481606,Planet_4453
12.369999999999996,590,S306741844,Planet_4454
2.77,261,S221595455,Planet_4455
0.97,177,S71124276,Planet_4456
2.37,148,S208538982,Planet_4457
6.169999999999999,597,S160304867,Planet_4458
1.27,494,S77109256,Planet_4459
2.07,27,S252749205,Planet_4460
1.37,594,S72034540,Planet_4461
0.87,133,S39777146,Planet_4462
1.5699999999999998,269,S163946606,Planet_4463
1.67,77,S95657209,Planet_4464
2.5699999999999994,28,S157966796,Planet_4465
2.47,82,S422617879,Planet_4466
1.5699999999999998,117,S439213914,Planet_4467
4.869999999999999,246,S444007693,Planet_4468
0.67,232,S274545692,Planet_4469
3.0699999999999994,60,S1056634922,Planet_4470
0.67,109,S377364508,Planet_4471
1.17,487,S276360755,Planet_4472
1.67,392,S226496056,Planet_4473
0.77,455,S72600876,Planet_4474
2.5699999999999994,327,S435621554,Planet_4475
0.67,19,S188580272,Planet_4476
0.87,30,S201293938,Planet_4477
1.87,33,S310782012,Planet_4478
2.47,13,S143900456,Planet_4479
4.769999999999999,99,S188878370,Planet_4480
2.37,197,S420287111,Planet_4481
2.1699999999999995,591,S101833439,Planet_4482
1.27,162,S158569948,Planet_4483
0.67,10,S428664176,Planet_4484
2.27,23,S419954601,Planet_4485
1.37,21,S66683055,Planet_4486
2.47,496,S660011475,Planet_4487
0.67,458,S165558925,Planet_4488
3.1699999999999995,224,S79055319,Planet_4489
0.77,112,S398176120,Planet_4490
12.769999999999998,30,S180664865,Planet_4491
0.87,395,S243472479,Planet_4492
1.0699999999999998,18,S229013472,Planet_4493
2.1699999999999995,370,S64032649,Planet_4494
0.87,59,S328860504,Planet_4495
1.87,29,S770851828,Planet_4496
4.27,600,S220436223,Planet_4497
1.0699999999999998,454,Snan,Planet_4498
2.1699999999999995,492,S251118253,Planet_4499
0.87,127,S326202925,Planet_4500
1.17,38,S455756014,Planet_4501
0.87,428,S51867348,Planet_4502
1.0699999999999998,301,S117124981,Planet_4503
0.87,70,S376860317,Planet_4504
1.27,207,S276105596,Planet_4505
1.37,547,S237307527,Planet_4506
2.5699999999999994,235,S390726748,Planet_4507
1.37,244,S429066777,Planet_4508
3.369999999999999,72,S40083873,Planet_4509
1.7699999999999996,229,S301193210,Planet_4510
0.77,636,S233183565,Planet_4511
1.5699999999999998,450,S328067746,Planet_4512
2.1699999999999995,10,S144505393,Planet_4513
3.869999999999999,613,S99744526,Planet_4514
1.37,298,S320136843,Planet_4515
2.5699999999999994,635,S346720608,Planet_4516
1.0699999999999998,606,S60876325,Planet_4517
10.969999999999995,32,S150853587,Planet_4518
1.0699999999999998,638,S156587945,Planet_4519
1.97,434,S270577175,Planet_4520
0.67,243,S160301039,Planet_4521
0.67,53,S39023739,Planet_4522
0.87,21,S79024497,Planet_4523
1.5699999999999998,495,S441697305,Planet_4524
1.0699999999999998,439,S251040879,Planet_4525
0.67,429,S234522993,Planet_4526
0.77,444,S28244955,Planet_4527
0.67,444,S321292443,Planet_4528
2.6699999999999995,26,S48179413,Planet_4529
2.47,26,S288518027,Planet_4530
2.1699999999999995,441,S60111044,Planet_4531
1.4699999999999998,325,S349766265,Planet_4532
2.07,237,S37947783,Planet_4533
0.67,113,S255928963,Planet_4534
1.97,350,S350520348,Planet_4535
2.77,187,S197936582,Planet_4536
1.0699999999999998,10,S442783889,Planet_4537
2.07,255,S309762893,Planet_4538
2.27,588,S243867012,Planet_4539
3.4699999999999998,475,S26889462,Planet_4540
1.17,72,S17408570,Planet_4541
2.77,19,S318210930,Planet_4542
1.7699999999999996,129,S444037955,Planet_4543
3.769999999999999,134,S373209819,Planet_4544
1.67,69,S419610508,Planet_4545
1.87,17,S100993643,Planet_4546
2.5699999999999994,523,S467361658,Planet_4547
7.869999999999998,304,S432876084,Planet_4548
0.67,449,S374344761,Planet_4549
5.669999999999999,573,S204291254,Planet_4550
1.67,93,S144511638,Planet_4551
1.97,145,S141584302,Planet_4552
0.77,22,S224288693,Planet_4553
2.6699999999999995,638,S220481232,Planet_4554
1.0699999999999998,274,S382625142,Planet_4555
1.0699999999999998,191,S201881092,Planet_4556
3.1699999999999995,130,S141816239,Planet_4557
0.67,431,S457198646,Planet_4558
3.669999999999999,586,S353011288,Planet_4559
0.97,227,S192935644,Planet_4560
5.669999999999999,24,Snan,Planet_4561
1.37,12,S324370520,Planet_4562
2.27,384,S169015594,Planet_4563
1.0699999999999998,10,S447627656,Planet_4564
15.269999999999996,99,S307715447,Planet_4565
2.5699999999999994,638,S615615000,Planet_4566
2.07,330,S141864507,Planet_4567
0.67,182,S120462356,Planet_4568
0.67,78,S37947783,Planet_4569
3.1699999999999995,269,S197981057,Planet_4570
0.67,88,S310919689,Planet_4571
1.17,475,S265240753,Planet_4572
0.97,56,S140682376,Planet_4573
0.67,431,S383006458,Planet_4574
6.869999999999998,128,S369534824,Planet_4575
0.97,13,S171992858,Planet_4576
1.37,71,S358290735,Planet_4577
0.67,15,S156003229,Planet_4578
0.77,27,S240610689,Planet_4579
5.469999999999999,483,S122787885,Planet_4580
1.67,65,S69528586,Planet_4581
0.77,345,S52103995,Planet_4582
0.67,10,S374180523,Planet_4583
2.9699999999999998,203,S287849681,Planet_4584
0.77,12,S20204058,Planet_4585
0.87,382,S389009416,Planet_4586
2.1699999999999995,252,S154375111,Planet_4587
0.67,529,S117768715,Planet_4588
2.5699999999999994,32,S241197867,Planet_4589
1.87,489,S290033328,Planet_4590
0.87,38,S8983088,Planet_4591
2.5699999999999994,137,S252994289,Planet_4592
1.0699999999999998,147,S85213581,Planet_4593
0.87,10,S441717318,Planet_4594
0.77,194,S124172843,Planet_4595
1.37,66,S267211065,Planet_4596
2.5699999999999994,454,S71025274,Planet_4597
0.97,309,S1006575,Planet_4598
3.9699999999999993,241,S364395684,Planet_4599
1.27,126,S71326734,Planet_4600
2.37,627,S404715778,Planet_4601
1.97,507,S306425933,Planet_4602
1.0699999999999998,21,S283858338,Planet_4603
1.27,26,S452465896,Planet_4604
1.5699999999999998,177,S176650940,Planet_4605
2.37,333,S66683055,Planet_4606
1.0699999999999998,571,S189442696,Planet_4607
0.67,59,S425155562,Planet_4608
1.17,63,S53211475,Planet_4609
4.069999999999999,623,S439391442,Planet_4610
1.4699999999999998,24,S62445569,Planet_4611
0.67,26,S211436297,Planet_4612
1.5699999999999998,21,S419939011,Planet_4613
1.17,69,S17417633,Planet_4614
1.87,37,S271352080,Planet_4615
0.87,606,S410347354,Planet_4616
2.47,288,S67772871,Planet_4617
0.67,10,S291040350,Planet_4618
0.67,110,S270424243,Planet_4619
11.569999999999997,507,S188377941,Planet_4620
0.77,99,S228846172,Planet_4621
0.77,59,S236716793,Planet_4622
2.47,62,S124401411,Planet_4623
0.97,231,S172536921,Planet_4624
0.67,245,S346897967,Planet_4625
0.77,47,S188377941,Planet_4626
1.37,132,S409602508,Planet_4627
0.97,28,S285972083,Planet_4628
1.5699999999999998,555,S47833455,Planet_4629
0.97,187,S435519390,Planet_4630
1.17,206,S48029515,Planet_4631
1.27,40,S80512849,Planet_4632
2.47,310,S185013064,Planet_4633
1.4699999999999998,11,S27212458,Planet_4634
3.27,423,S412542081,Planet_4635
6.069999999999999,550,S219007045,Planet_4636
1.17,36,S428972898,Planet_4637
1.7699999999999996,118,S365670764,Planet_4638
0.77,25,S173924720,Planet_4639
0.87,257,S21895899,Planet_4640
0.87,340,S289726188,Planet_4641
1.27,51,S6727178,Planet_4642
3.4699999999999998,204,S61383320,Planet_4643
0.67,362,S332575186,Planet_4644
3.1699999999999995,18,S415970660,Planet_4645
0.77,118,S400024907,Planet_4646
0.67,28,S206948365,Planet_4647
1.0699999999999998,154,S2054321411,Planet_4648
2.37,40,S373071009,Planet_4649
1.37,38,S430044614,Planet_4650
1.27,548,S336130142,Planet_4651
0.97,33,S93019873,Planet_4652
0.77,282,S34976460,Planet_4653
0.87,227,S259429581,Planet_4654
0.67,20,S206684620,Planet_4655
2.07,10,S281234286,Planet_4656
1.0699999999999998,365,S465961963,Planet_4657
8.969999999999999,332,S28238963,Planet_4658
0.87,179,S54995745,Planet_4659
1.17,265,S260949184,Planet_4660
0.67,19,S135656809,Planet_4661
3.1699999999999995,185,S393055414,Planet_4662
0.67,82,S147335048,Planet_4663
1.67,192,S155885021,Planet_4664
1.67,443,S101842933,Planet_4665
0.67,222,S202667436,Planet_4666
1.7699999999999996,15,S333937664,Planet_4667
0.77,51,S154510935,Planet_4668
1.27,159,S435881860,Planet_4669
1.0699999999999998,370,S148962617,Planet_4670
1.27,263,S332703198,Planet_4671
1.5699999999999998,171,S9065215,Planet_4672
1.37,326,S254526194,Planet_4673
2.37,216,S220381372,Planet_4674
0.97,241,S422142487,Planet_4675
3.769999999999999,474,S255125492,Planet_4676
0.97,448,S256121671,Planet_4677
0.67,147,S39903437,Planet_4678
13.369999999999996,169,S71326734,Planet_4679
0.77,215,S441804568,Planet_4680
2.869999999999999,279,S279509403,Planet_4681
1.27,169,S430173956,Planet_4682
3.669999999999999,495,S206354321,Planet_4683
1.27,637,S101650403,Planet_4684
1.67,239,S267461550,Planet_4685
0.67,183,S315742576,Planet_4686
0.77,137,S274201557,Planet_4687
0.77,90,S243962745,Planet_4688
2.07,484,S199634258,Planet_4689
0.87,68,S160113108,Planet_4690
0.67,544,S191721574,Planet_4691
2.77,49,S313194754,Planet_4692
0.87,31,S61101267,Planet_4693
1.87,365,S148914496,Planet_4694
1.17,42,S283397452,Planet_4695
1.87,76,S257918985,Planet_4696
1.17,294,S341526939,Planet_4697
1.4699999999999998,281,S453147029,Planet_4698
2.07,198,S290716988,Planet_4699
0.77,341,S121474589,Planet_4700
1.97,520,S152372557,Planet_4701
5.369999999999999,569,S241967968,Planet_4702
6.569999999999999,72,S291141803,Planet_4703
0.67,315,S419936581,Planet_4704
1.97,12,S284266904,Planet_4705
0.67,250,S283602872,Planet_4706
4.069999999999999,14,S146501718,Planet_4707
1.67,92,S352402781,Planet_4708
2.1699999999999995,439,S301289516,Planet_4709
3.1699999999999995,13,S69647194,Planet_4710
0.77,494,S500620012,Planet_4711
0.67,114,S37746121,Planet_4712
3.669999999999999,203,S441120034,Planet_4713
0.77,202,S17668155,Planet_4714
1.4699999999999998,142,S218044102,Planet_4715
0.67,78,S437265653,Planet_4716
0.97,591,S415930760,Planet_4717
4.069999999999999,158,S262567433,Planet_4718
10.669999999999998,605,S3503041,Planet_4719
4.369999999999999,248,S664962686,Planet_4720
1.5699999999999998,569,S71720600,Planet_4721
4.969999999999999,105,S408037269,Planet_4722
2.6699999999999995,87,S372889339,Planet_4723
2.47,572,S332064684,Planet_4724
0.87,255,S25908841,Planet_4725
1.37,257,S12863584,Planet_4726
1.4699999999999998,16,S26954419,Planet_4727
2.869999999999999,118,S118868192,Planet_4728
3.1699999999999995,160,S72198299,Planet_4729
2.1699999999999995,35,S248039969,Planet_4730
0.97,567,S219234987,Planet_4731
1.0699999999999998,333,S451798625,Planet_4732
0.77,108,S365961623,Planet_4733
0.97,545,S440388263,Planet_4734
0.87,397,S17232188,Planet_4735
1.4699999999999998,23,S449904735,Planet_4736
4.469999999999999,149,S237373376,Planet_4737
4.969999999999999,323,S288023229,Planet_4738
1.17,393,S48788704,Planet_4739
2.6699999999999995,68,S342888849,Planet_4740
0.97,237,S61397572,Planet_4741
0.67,120,S200767965,Planet_4742
2.07,98,S328558546,Planet_4743
2.27,38,S86450618,Planet_4744
1.97,217,S90694666,Planet_4745
1.4699999999999998,28,S149912035,Planet_4746
4.069999999999999,37,S394350365,Planet_4747
1.5699999999999998,85,S35491954,Planet_4748
3.1699999999999995,336,S355426648,Planet_4749
2.9699999999999998,12,S375886120,Planet_4750
0.97,29,S82970146,Planet_4751
1.27,407,S640616655,Planet_4752
3.0699999999999994,259,S254877683,Planet_4753
1.67,40,S257995340,Planet_4754
2.9699999999999998,72,S343335500,Planet_4755
1.17,192,S368882230,Planet_4756
2.07,235,S398018469,Planet_4757
0.97,110,S421940066,Planet_4758
0.77,34,S310843030,Planet_4759
0.97,500,S234290432,Planet_4760
3.27,298,S407991625,Planet_4761
10.07,563,S447283834,Planet_4762
0.97,429,S293066086,Planet_4763
2.37,182,S219760880,Planet_4764
1.4699999999999998,10,S198106000,Planet_4765
2.37,275,S410309771,Planet_4766
0.67,79,S366036237,Planet_4767
3.4699999999999998,352,S372995004,Planet_4768
0.77,186,S431556697,Planet_4769
0.87,55,S303527975,Planet_4770
7.369999999999998,561,S66437824,Planet_4771
2.27,616,S431380163,Planet_4772
2.9699999999999998,12,S105995278,Planet_4773
1.17,37,S59047970,Planet_4774
0.97,45,S283031851,Planet_4775
1.7699999999999996,25,S842404816,Planet_4776
0.97,233,S5990576,Planet_4777
6.469999999999999,20,S452501166,Planet_4778
0.87,34,S8410745,Planet_4779
0.67,30,S37069130,Planet_4780
1.7699999999999996,390,S5676537,Planet_4781
1.37,196,S142206387,Planet_4782
3.1699999999999995,29,S248513210,Planet_4783
0.97,149,S332575186,Planet_4784
1.97,58,S191344490,Planet_4785
1.5699999999999998,11,S290761749,Planet_4786
0.77,355,S330704922,Planet_4787
2.27,139,S223964432,Planet_4788
0.67,205,S23257970,Planet_4789
1.37,376,S468869378,Planet_4790
9.469999999999995,120,S38271828,Planet_4791
1.67,129,S451655111,Planet_4792
1.37,306,S270424243,Planet_4793
3.0699999999999994,10,S50651990,Planet_4794
12.169999999999998,41,S1525268,Planet_4795
1.97,18,S427733653,Planet_4796
0.87,232,S245835422,Planet_4797
1.5699999999999998,55,S250227015,Planet_4798
2.5699999999999994,157,S115273603,Planet_4799
1.0699999999999998,177,S115273603,Planet_4800
2.1699999999999995,189,S273737963,Planet_4801
1.27,472,S57526575,Planet_4802
1.0699999999999998,16,S131788311,Planet_4803
2.47,526,S422479475,Planet_4804
0.97,85,S58791910,Planet_4805
0.87,40,S394634714,Planet_4806
1.67,93,S425224332,Planet_4807
2.07,17,S120040579,Planet_4808
0.77,115,S457927575,Planet_4809
0.77,183,S403266307,Planet_4810
0.97,41,S358168697,Planet_4811
2.77,207,S386899832,Planet_4812
1.97,48,S344136084,Planet_4813
8.669999999999998,171,S15611379,Planet_4814
1.27,13,S33492996,Planet_4815
2.27,102,S139986785,Planet_4816
0.67,318,S317019578,Planet_4817
7.769999999999999,321,S165322022,Planet_4818
1.67,281,S159414026,Planet_4819
1.0699999999999998,40,S349674634,Planet_4820
0.77,130,S28796187,Planet_4821
2.07,336,S387496444,Planet_4822
6.569999999999999,426,S336526073,Planet_4823
0.67,48,S24089803,Planet_4824
1.0699999999999998,473,S138216220,Planet_4825
0.97,173,S390518341,Planet_4826
3.0699999999999994,147,S124494465,Planet_4827
6.069999999999999,75,S287157634,Planet_4828
2.37,528,S422843553,Planet_4829
1.27,310,S68658047,Planet_4830
2.77,506,S231925611,Planet_4831
0.77,180,S16077344,Planet_4832
1.37,35,S453833488,Planet_4833
1.4699999999999998,453,S364123797,Planet_4834
1.17,380,S147910209,Planet_4835
2.27,211,S55891576,Planet_4836
1.37,207,S134977159,Planet_4837
1.0699999999999998,106,S56936482,Planet_4838
2.07,125,S86266317,Planet_4839
1.0699999999999998,41,S7446228,Planet_4840
0.97,51,S439869265,Planet_4841
2.47,484,S54272677,Planet_4842
0.67,124,S135417598,Planet_4843
0.77,24,S309705827,Planet_4844
1.0699999999999998,44,S351684285,Planet_4845
0.77,475,S18065818,Planet_4846
1.67,17,S384957100,Planet_4847
1.27,172,S439213914,Planet_4848
0.87,358,S5704218,Planet_4849
1.27,25,S17928896,Planet_4850
1.0699999999999998,372,S418383992,Planet_4851
1.0699999999999998,47,S326189161,Planet_4852
1.87,14,S371477593,Planet_4853
0.67,346,S343804887,Planet_4854
5.669999999999999,294,S252724462,Planet_4855
1.27,23,S103916828,Planet_4856
2.1699999999999995,211,S301798878,Planet_4857
0.97,207,S397486342,Planet_4858
1.0699999999999998,180,S380541691,Planet_4859
0.77,638,S389610795,Planet_4860
1.27,32,S29495621,Planet_4861
1.5699999999999998,235,S312947778,Planet_4862
1.7699999999999996,157,S137310513,Planet_4863
1.0699999999999998,304,S272610678,Planet_4864
1.0699999999999998,80,S36981205,Planet_4865
2.5699999999999994,13,S685664472,Planet_4866
3.4699999999999998,529,S65203525,Planet_4867
0.77,30,S417545595,Planet_4868
0.87,291,S155463741,Planet_4869
1.4699999999999998,12,S422008981,Planet_4870
2.869999999999999,330,S352503796,Planet_4871
1.87,168,S147623810,Planet_4872
0.77,29,S173418718,Planet_4873
1.7699999999999996,10,S71213618,Planet_4874
2.37,118,S232022864,Planet_4875
2.37,410,S445638121,Planet_4876
0.67,54,S57032454,Planet_4877
0.87,531,S36892736,Planet_4878
1.87,178,S275218861,Planet_4879
4.669999999999999,10,S54202213,Planet_4880
2.869999999999999,387,S229862219,Planet_4881
9.869999999999996,290,S382467980,Planet_4882
0.67,22,S95297277,Planet_4883
1.97,407,S36845881,Planet_4884
1.27,634,S419366667,Planet_4885
0.97,168,S408834838,Planet_4886
10.369999999999996,234,S55857683,Planet_4887
1.97,120,S123396367,Planet_4888
2.869999999999999,163,S296781193,Planet_4889
2.6699999999999995,108,S436764012,Planet_4890
2.1699999999999995,60,S13022701,Planet_4891
1.17,429,S263792500,Planet_4892
1.97,83,S179013510,Planet_4893
2.37,23,S320679914,Planet_4894
1.17,73,S422484568,Planet_4895
0.77,63,S113403971,Planet_4896
0.67,394,S428777976,Planet_4897
1.87,136,S75000492,Planet_4898
1.67,19,S178999076,Planet_4899
1.37,45,S67399351,Planet_4900
1.27,223,S72559549,Planet_4901
0.67,61,S281276380,Planet_4902
1.17,34,S24910401,Planet_4903
9.469999999999995,75,S44560052,Planet_4904
1.17,14,S59130491,Planet_4905
1.87,115,S260043481,Planet_4906
3.27,27,S286636275,Planet_4907
1.5699999999999998,342,S49524658,Planet_4908
8.469999999999999,179,S155919039,Planet_4909
2.27,619,S231387465,Planet_4910
0.67,411,S404224395,Planet_4911
0.87,139,S4581907,Planet_4912
3.1699999999999995,310,S387273287,Planet_4913
1.97,216,S95566385,Planet_4914
2.07,318,S160116507,Planet_4915
3.0699999999999994,416,S443665206,Planet_4916
2.37,329,S53699068,Planet_4917
0.87,502,S115689489,Planet_4918
0.87,266,S194303203,Planet_4919
0.87,68,S445501347,Planet_4920
1.37,25,S10202698,Planet_4921
1.5699999999999998,287,S392323519,Planet_4922
1.4699999999999998,319,S147455347,Planet_4923
0.97,484,S262843774,Planet_4924
3.4699999999999998,19,S278166132,Planet_4925
2.5699999999999994,351,S149174494,Planet_4926
1.5699999999999998,57,S245789646,Planet_4927
2.37,24,S224225152,Planet_4928
0.87,338,S165059181,Planet_4929
1.37,318,S274229418,Planet_4930
0.67,335,S388807894,Planet_4931
3.0699999999999994,211,S50726077,Planet_4932
0.77,174,S443846457,Planet_4933
4.27,353,S26884478,Planet_4934
2.5699999999999994,233,S5282182,Planet_4935
1.97,272,S272783172,Planet_4936
1.37,136,S59846132,Planet_4937
1.4699999999999998,69,S199600136,Planet_4938
1.5699999999999998,11,S392326236,Planet_4939
2.869999999999999,11,S305978886,Planet_4940
0.87,74,S463794734,Planet_4941
1.4699999999999998,132,S167422188,Planet_4942
2.6699999999999995,23,S262816769,Planet_4943
0.67,86,S168371158,Planet_4944
1.4699999999999998,133,S72818359,Planet_4945
2.07,419,S415692698,Planet_4946
0.67,183,S242940550,Planet_4947
3.27,154,S329487275,Planet_4948
1.0699999999999998,384,S248391508,Planet_4949
1.67,107,S387151025,Planet_4950
0.67,202,S651533420,Planet_4951
0.87,10,S79403675,Planet_4952
2.9699999999999998,346,S236315769,Planet_4953
0.77,239,S453447311,Planet_4954
1.4699999999999998,16,S429118360,Planet_4955
1.5699999999999998,611,S244125428,Planet_4956
2.6699999999999995,311,S117409109,Planet_4957
1.37,507,S248872530,Planet_4958
2.869999999999999,63,S159190692,Planet_4959
0.77,87,S402288288,Planet_4960
1.37,223,S10220742,Planet_4961
2.5699999999999994,200,S71135189,Planet_4962
0.97,20,S103633257,Planet_4963
1.7699999999999996,623,S20212365,Planet_4964
1.5699999999999998,511,S345518694,Planet_4965
3.27,158,S79403675,Planet_4966
0.97,245,S148337392,Planet_4967
9.369999999999996,165,S387809195,Planet_4968
0.77,16,S32930843,Planet_4969
7.269999999999999,554,S86229068,Planet_4970
2.869999999999999,37,S439098972,Planet_4971
2.37,153,S193607307,Planet_4972
1.87,152,S17203175,Planet_4973
1.37,607,S77486470,Planet_4974
3.27,585,S280470050,Planet_4975
7.069999999999999,354,S219017006,Planet_4976
1.5699999999999998,99,S64070385,Planet_4977
5.369999999999999,404,Snan,Planet_4978
1.87,54,S237933451,Planet_4979
1.67,264,S83750244,Planet_4980
1.4699999999999998,20,S115919534,Planet_4981
0.67,13,S247011609,Planet_4982
0.97,81,S231282967,Planet_4983
1.5699999999999998,322,S156016697,Planet_4984
1.27,34,S8915802,Planet_4985
10.269999999999998,399,S240900061,Planet_4986
1.17,148,S19013433,Planet_4987
0.67,173,S96796224,Planet_4988
2.77,107,S348938957,Planet_4989
1.7699999999999996,391,S4600885,Planet_4990
2.6699999999999995,179,S36692896,Planet_4991
0.77,486,S293507177,Planet_4992
0.97,189,S131036907,Planet_4993
0.97,23,S105559958,Planet_4994
0.77,215,S140069652,Planet_4995
11.469999999999995,286,S44743049,Planet_4996
1.0699999999999998,225,S70467336,Planet_4997
0.77,215,S237916085,Planet_4998
0.87,239,S240849919,Planet_4999
1.87,113,S28066552,Planet_5000
0.67,48,S193336820,Planet_5001
2.07,189,S13575207,Planet_5002
0.97,469,S100800733,Planet_5003
1.37,17,S389149025,Planet_5004
0.87,74,S408190069,Planet_5005
3.27,619,S25994438,Planet_5006
2.869999999999999,14,S331805704,Planet_5007
1.37,327,S28391317,Planet_5008
0.77,352,S314604460,Planet_5009
2.07,257,S299617882,Planet_5010
1.27,44,S458680441,Planet_5011
7.5699999999999985,523,S269077806,Planet_5012
4.27,65,S408819542,Planet_5013
0.97,477,S251845125,Planet_5014
0.97,178,S86336881,Planet_5015
1.37,218,S408479509,Planet_5016
0.67,31,S294218958,Planet_5017
0.87,626,S256836445,Planet_5018
3.5699999999999994,104,S347785583,Planet_5019
2.37,177,S258038021,Planet_5020
2.07,625,S16247017,Planet_5021
2.1699999999999995,26,S52988782,Planet_5022
0.97,130,S402317981,Planet_5023
5.169999999999999,579,S99054776,Planet_5024
0.77,18,S370406321,Planet_5025
1.5699999999999998,467,S323531732,Planet_5026
0.97,34,S33474500,Planet_5027
0.87,82,S356209412,Planet_5028
2.9699999999999998,211,S38704192,Planet_5029
0.77,266,S17513354,Planet_5030
14.169999999999996,416,S71391602,Planet_5031
1.0699999999999998,359,S259684202,Planet_5032
1.37,60,S257883134,Planet_5033
1.0699999999999998,17,S79494031,Planet_5034
2.5699999999999994,13,S117275265,Planet_5035
4.769999999999999,10,S9171906,Planet_5036
1.0699999999999998,40,S28106619,Planet_5037
0.87,109,S11557192,Planet_5038
2.1699999999999995,15,S441018038,Planet_5039
2.37,571,S437261156,Planet_5040
2.27,310,S441126977,Planet_5041
1.0699999999999998,432,S278967212,Planet_5042
6.969999999999999,508,S22683843,Planet_5043
4.969999999999999,582,S168381887,Planet_5044
