planet_radius,Period(Days)
2.07,435
0.97,40
1.3699999999999999,25
1.27,83
1.9699999999999998,52
1.0699999999999998,251
2.07,374
4.969999999999999,180
1.17,66
0.87,176
2.7699999999999996,302
4.869999999999999,606
0.67,171
1.17,109
1.67,34
0.97,406
2.6699999999999995,52
5.669999999999999,572
0.97,24
0.87,24
0.97,78
1.0699999999999998,44
3.369999999999999,396
2.5699999999999994,87
2.2699999999999996,17
1.0699999999999998,45
1.7699999999999996,471
2.7699999999999996,37
2.9699999999999993,223
1.3699999999999999,255
0.97,51
1.8699999999999997,39
1.5699999999999998,95
0.77,474
2.7699999999999996,99
0.77,263
0.87,288
2.4699999999999998,453
1.17,55
0.67,549
2.3699999999999997,246
7.5699999999999985,267
1.0699999999999998,371
1.0699999999999998,16
1.7699999999999996,365
1.8699999999999997,482
1.27,342
0.77,80
0.97,97
1.17,85
2.1699999999999995,216
4.27,311
3.2699999999999996,338
0.67,277
1.9699999999999998,47
0.67,573
2.1699999999999995,268
1.27,433
1.0699999999999998,30
2.4699999999999998,365
0.67,20
0.67,71
5.169999999999999,79
1.7699999999999996,614
0.67,521
0.97,152
0.77,638
0.77,554
4.469999999999999,137
1.9699999999999998,27
3.369999999999999,486
1.3699999999999999,22
1.7699999999999996,438
2.3699999999999997,236
0.97,40
2.2699999999999996,29
4.469999999999999,131
2.4699999999999998,69
0.97,166
1.3699999999999999,604
1.27,361
0.77,22
0.67,14
1.7699999999999996,380
1.0699999999999998,84
1.27,28
4.369999999999999,379
0.77,44
1.0699999999999998,291
1.4699999999999998,69
1.17,372
0.97,49
2.2699999999999996,297
2.9699999999999993,27
0.77,218
4.169999999999999,378
1.27,373
1.0699999999999998,291
10.769999999999998,635
2.4699999999999998,34
1.17,12
2.3699999999999997,83
1.3699999999999999,13
1.17,82
2.869999999999999,78
0.67,521
0.67,384
1.0699999999999998,374
6.969999999999999,199
0.67,47
14.769999999999996,41
3.2699999999999996,10
0.67,13
3.1699999999999995,19
0.67,34
0.77,92
0.87,24
0.97,41
0.87,231
1.4699999999999998,225
7.669999999999998,108
0.77,162
1.27,314
0.97,475
0.77,11
0.87,51
1.4699999999999998,82
1.27,402
2.2699999999999996,295
0.67,42
3.669999999999999,201
3.2699999999999996,85
2.07,28
3.0699999999999994,158
0.77,25
0.87,305
1.27,27
0.87,344
0.67,144
1.4699999999999998,398
2.3699999999999997,566
1.27,348
0.67,456
2.5699999999999994,24
0.67,141
0.87,484
0.77,297
1.0699999999999998,16
1.4699999999999998,638
1.67,27
0.97,14
2.2699999999999996,71
2.9699999999999993,125
0.67,576
0.77,75
1.27,18
0.87,479
2.7699999999999996,234
2.6699999999999995,231
3.769999999999999,51
3.1699999999999995,528
1.67,132
2.9699999999999993,167
1.17,23
1.8699999999999997,21
2.1699999999999995,111
2.5699999999999994,24
0.67,49
1.0699999999999998,587
2.9699999999999993,81
3.1699999999999995,64
0.67,38
1.17,11
1.0699999999999998,255
1.4699999999999998,27
2.7699999999999996,78
1.67,515
2.9699999999999993,196
1.5699999999999998,195
13.469999999999997,287
2.9699999999999993,38
0.67,327
1.3699999999999999,383
3.5699999999999994,65
0.77,334
1.4699999999999998,631
1.0699999999999998,21
10.769999999999998,10
1.9699999999999998,52
0.87,544
1.27,112
1.0699999999999998,55
1.7699999999999996,131
2.3699999999999997,403
1.27,38
1.17,115
2.9699999999999993,160
0.77,50
1.8699999999999997,220
6.669999999999998,219
2.4699999999999998,457
2.869999999999999,63
1.9699999999999998,299
1.4699999999999998,338
3.1699999999999995,27
1.7699999999999996,44
1.27,44
0.77,240
1.17,90
6.5699999999999985,179
2.9699999999999993,170
0.77,424
3.369999999999999,42
0.77,417
1.5699999999999998,261
1.4699999999999998,133
2.5699999999999994,156
1.4699999999999998,224
0.87,37
1.3699999999999999,52
3.0699999999999994,14
1.0699999999999998,544
0.77,242
12.169999999999998,37
2.4699999999999998,575
2.7699999999999996,10
1.3699999999999999,134
7.369999999999998,102
0.67,566
3.0699999999999994,391
4.769999999999999,14
0.67,127
1.3699999999999999,11
2.4699999999999998,164
2.07,81
2.7699999999999996,41
1.9699999999999998,154
1.4699999999999998,282
11.369999999999997,411
0.67,208
0.87,389
0.87,583
0.87,10
3.769999999999999,266
1.3699999999999999,128
1.3699999999999999,11
1.4699999999999998,124
1.7699999999999996,25
2.3699999999999997,289
1.0699999999999998,82
1.7699999999999996,380
1.5699999999999998,189
3.769999999999999,48
0.67,336
3.9699999999999993,540
0.77,65
3.2699999999999996,32
2.7699999999999996,375
1.9699999999999998,78
0.87,213
1.67,103
2.3699999999999997,87
1.5699999999999998,619
2.1699999999999995,203
2.6699999999999995,253
1.17,338
4.27,25
1.67,632
2.6699999999999995,118
3.669999999999999,636
1.17,36
2.07,205
2.7699999999999996,305
2.5699999999999994,13
1.4699999999999998,196
2.1699999999999995,33
2.6699999999999995,77
6.5699999999999985,316
2.07,51
1.5699999999999998,538
1.4699999999999998,38
0.67,214
8.769999999999998,105
2.07,117
2.07,20
3.369999999999999,209
1.3699999999999999,16
1.9699999999999998,381
1.8699999999999997,450
0.97,144
1.0699999999999998,395
0.87,514
1.67,21
2.2699999999999996,489
2.3699999999999997,111
1.0699999999999998,280
0.77,366
0.97,33
3.5699999999999994,390
5.869999999999999,260
6.0699999999999985,252
5.669999999999999,125
1.17,11
2.7699999999999996,357
1.0699999999999998,257
3.0699999999999994,366
2.7699999999999996,638
0.77,261
2.5699999999999994,77
1.0699999999999998,93
5.769999999999999,96
7.469999999999999,24
0.87,193
0.77,20
1.17,395
0.67,20
1.17,345
0.97,59
0.97,585
0.97,546
0.87,45
0.97,81
0.67,37
2.6699999999999995,61
1.8699999999999997,232
1.67,13
2.2699999999999996,37
1.5699999999999998,225
2.3699999999999997,27
0.97,23
1.3699999999999999,217
1.5699999999999998,14
2.07,596
2.3699999999999997,52
1.5699999999999998,410
0.67,12
0.77,419
0.67,508
2.6699999999999995,379
3.0699999999999994,31
0.67,25
0.97,260
5.169999999999999,559
2.4699999999999998,112
1.0699999999999998,542
1.0699999999999998,74
1.3699999999999999,34
0.97,12
1.4699999999999998,223
1.0699999999999998,404
1.5699999999999998,150
11.569999999999997,147
0.77,34
0.97,19
1.7699999999999996,51
0.77,69
0.87,16
0.67,14
1.9699999999999998,29
2.2699999999999996,11
1.0699999999999998,160
0.87,619
0.87,138
2.6699999999999995,26
0.67,176
1.3699999999999999,37
2.6699999999999995,17
1.7699999999999996,83
1.17,84
0.97,70
0.97,28
1.5699999999999998,28
2.07,263
1.0699999999999998,128
1.8699999999999997,67
0.77,106
0.97,88
0.77,116
1.9699999999999998,25
6.469999999999999,214
4.27,461
0.67,26
0.87,14
1.7699999999999996,352
0.97,419
0.87,146
0.87,369
0.87,357
2.3699999999999997,180
0.87,110
1.8699999999999997,45
0.67,143
0.77,37
4.369999999999999,139
0.97,282
1.27,268
1.9699999999999998,330
2.4699999999999998,210
2.6699999999999995,34
1.0699999999999998,169
1.3699999999999999,23
2.6699999999999995,28
4.569999999999999,368
1.67,115
1.5699999999999998,40
0.97,102
1.0699999999999998,73
0.87,178
3.769999999999999,52
1.4699999999999998,496
0.87,414
0.77,168
0.77,35
2.869999999999999,145
2.4699999999999998,40
9.069999999999999,370
2.869999999999999,52
1.5699999999999998,69
1.5699999999999998,10
0.97,594
1.7699999999999996,17
1.4699999999999998,66
3.0699999999999994,37
1.67,145
0.77,12
2.869999999999999,135
1.67,142
1.67,11
1.9699999999999998,92
0.77,19
0.87,162
1.7699999999999996,193
3.9699999999999993,63
2.4699999999999998,23
2.4699999999999998,181
3.9699999999999993,572
3.2699999999999996,225
1.7699999999999996,141
1.17,11
0.77,322
6.169999999999999,466
1.27,296
0.97,517
0.67,520
4.369999999999999,181
3.2699999999999996,221
3.1699999999999995,70
0.77,21
4.27,31
0.87,26
2.1699999999999995,374
0.67,280
2.1699999999999995,415
1.27,244
0.67,86
1.8699999999999997,10
2.07,451
0.87,166
1.4699999999999998,391
1.0699999999999998,337
3.2699999999999996,155
0.87,53
2.869999999999999,33
2.6699999999999995,24
2.1699999999999995,21
1.8699999999999997,39
3.0699999999999994,454
1.8699999999999997,509
0.77,367
5.0699999999999985,279
3.2699999999999996,55
1.5699999999999998,33
2.1699999999999995,75
2.5699999999999994,54
1.5699999999999998,415
1.0699999999999998,114
0.97,79
2.7699999999999996,53
0.87,51
1.9699999999999998,307
2.3699999999999997,138
2.07,116
6.0699999999999985,426
0.77,286
1.7699999999999996,72
3.9699999999999993,17
11.369999999999997,187
4.969999999999999,230
0.77,81
3.1699999999999995,629
1.3699999999999999,122
4.969999999999999,367
3.9699999999999993,368
0.67,294
4.27,92
1.8699999999999997,319
1.0699999999999998,201
0.67,360
1.17,616
4.869999999999999,598
3.4699999999999993,254
1.0699999999999998,48
0.77,335
1.7699999999999996,27
1.7699999999999996,412
2.07,256
4.669999999999999,513
4.669999999999999,41
0.97,30
0.67,77
0.87,503
8.669999999999998,499
1.8699999999999997,40
0.67,540
2.2699999999999996,10
2.1699999999999995,131
2.3699999999999997,63
0.67,464
0.67,18
3.369999999999999,15
1.8699999999999997,232
2.6699999999999995,174
0.67,155
4.469999999999999,430
1.0699999999999998,74
1.7699999999999996,105
1.5699999999999998,219
0.97,243
0.67,16
2.07,102
1.0699999999999998,230
2.4699999999999998,19
0.87,140
2.07,187
0.67,252
0.67,198
0.77,60
4.27,69
0.77,240
7.269999999999999,289
1.5699999999999998,19
3.4699999999999993,14
1.17,154
0.77,10
2.869999999999999,510
1.0699999999999998,522
2.4699999999999998,399
3.4699999999999993,492
1.0699999999999998,169
4.969999999999999,336
1.4699999999999998,608
10.569999999999999,479
1.17,16
4.869999999999999,618
2.2699999999999996,194
0.97,243
1.4699999999999998,80
0.67,47
3.2699999999999996,279
4.369999999999999,183
3.2699999999999996,49
10.669999999999998,94
2.07,73
1.7699999999999996,220
4.069999999999999,107
0.87,183
0.67,285
0.67,143
0.77,95
8.569999999999999,468
1.4699999999999998,254
0.87,391
0.87,178
0.67,281
1.7699999999999996,129
3.4699999999999993,12
1.0699999999999998,19
1.27,156
3.2699999999999996,197
0.77,208
1.0699999999999998,64
0.97,13
2.3699999999999997,25
1.0699999999999998,239
8.469999999999999,101
1.0699999999999998,170
2.4699999999999998,242
3.2699999999999996,72
4.069999999999999,57
1.27,318
1.27,31
2.4699999999999998,192
0.87,51
2.3699999999999997,136
0.87,575
1.4699999999999998,551
2.07,424
8.37,634
0.77,291
1.4699999999999998,405
1.3699999999999999,126
1.5699999999999998,154
3.9699999999999993,416
2.9699999999999993,280
15.869999999999996,51
1.3699999999999999,481
3.1699999999999995,117
1.3699999999999999,186
2.5699999999999994,13
1.5699999999999998,86
0.67,50
8.569999999999999,95
2.4699999999999998,326
3.0699999999999994,181
1.8699999999999997,10
2.9699999999999993,13
1.9699999999999998,10
3.2699999999999996,127
1.3699999999999999,197
1.0699999999999998,149
2.9699999999999993,440
1.67,41
2.7699999999999996,131
0.97,100
0.97,81
0.77,19
0.67,621
1.4699999999999998,14
0.67,308
0.77,489
1.27,452
3.5699999999999994,199
1.27,487
1.0699999999999998,17
5.0699999999999985,57
1.7699999999999996,347
2.7699999999999996,29
3.0699999999999994,24
0.87,114
1.67,61
4.169999999999999,125
1.0699999999999998,13
0.77,143
4.27,224
1.27,158
0.67,46
6.269999999999999,616
12.069999999999997,60
0.67,10
1.9699999999999998,22
1.0699999999999998,281
0.67,17
1.9699999999999998,579
1.5699999999999998,164
4.669999999999999,195
1.67,22
1.8699999999999997,514
1.67,100
3.0699999999999994,466
2.4699999999999998,380
0.87,314
1.9699999999999998,61
0.77,79
4.669999999999999,157
1.0699999999999998,580
1.17,300
2.869999999999999,80
1.9699999999999998,416
1.7699999999999996,75
0.67,117
4.069999999999999,244
8.069999999999999,547
8.169999999999998,150
2.3699999999999997,72
1.7699999999999996,221
3.369999999999999,382
3.769999999999999,135
0.67,241
1.67,423
0.97,235
1.17,69
10.569999999999999,322
1.27,535
2.9699999999999993,16
1.8699999999999997,430
1.0699999999999998,279
3.2699999999999996,179
1.0699999999999998,40
0.67,274
1.9699999999999998,30
1.5699999999999998,177
0.87,63
3.769999999999999,202
1.17,436
0.77,138
10.069999999999999,137
1.4699999999999998,230
0.77,123
1.4699999999999998,18
0.87,19
2.3699999999999997,101
1.3699999999999999,517
2.2699999999999996,14
0.87,11
2.07,536
1.4699999999999998,12
1.17,377
0.87,336
0.77,207
1.8699999999999997,151
2.3699999999999997,638
3.2699999999999996,359
1.4699999999999998,447
1.7699999999999996,252
2.869999999999999,71
3.1699999999999995,48
1.4699999999999998,413
5.669999999999999,110
1.9699999999999998,31
2.4699999999999998,36
1.67,150
0.87,507
2.9699999999999993,41
1.0699999999999998,488
0.97,401
1.17,237
15.169999999999996,597
0.77,139
13.969999999999997,280
2.6699999999999995,22
2.1699999999999995,175
0.97,48
3.769999999999999,153
2.9699999999999993,273
0.67,268
0.67,505
1.7699999999999996,18
2.1699999999999995,137
0.67,52
5.769999999999999,146
1.4699999999999998,88
13.669999999999996,46
2.1699999999999995,36
2.869999999999999,70
2.869999999999999,130
1.17,65
1.17,263
3.2699999999999996,244
0.77,138
0.87,18
0.67,12
1.5699999999999998,203
0.67,49
0.77,26
2.6699999999999995,12
1.8699999999999997,76
0.87,181
1.8699999999999997,93
1.27,554
2.2699999999999996,613
3.869999999999999,265
0.67,27
16.569999999999997,15
0.67,275
7.969999999999998,317
4.569999999999999,116
1.0699999999999998,378
1.17,10
1.17,124
1.5699999999999998,393
1.5699999999999998,62
1.4699999999999998,379
1.4699999999999998,196
0.67,379
2.2699999999999996,576
1.67,88
1.9699999999999998,257
1.5699999999999998,394
1.3699999999999999,325
0.77,86
2.6699999999999995,140
1.0699999999999998,20
1.0699999999999998,556
1.67,23
11.369999999999997,132
0.97,243
1.5699999999999998,368
1.4699999999999998,81
0.87,252
4.369999999999999,36
0.67,11
2.9699999999999993,18
1.9699999999999998,187
0.77,17
0.87,511
0.87,18
3.369999999999999,307
2.1699999999999995,205
3.1699999999999995,39
0.87,411
0.97,65
1.9699999999999998,50
0.77,115
1.8699999999999997,69
6.669999999999998,78
2.07,12
1.4699999999999998,128
15.869999999999996,213
2.1699999999999995,570
2.5699999999999994,87
1.3699999999999999,15
3.869999999999999,86
4.369999999999999,399
0.67,40
0.97,187
1.17,49
1.4699999999999998,178
1.4699999999999998,75
2.7699999999999996,219
3.669999999999999,61
1.7699999999999996,553
0.77,20
1.0699999999999998,187
9.369999999999997,497
0.67,523
1.17,464
1.0699999999999998,108
1.17,302
1.17,37
0.67,10
4.869999999999999,25
1.5699999999999998,75
3.1699999999999995,420
1.3699999999999999,96
0.77,449
0.87,285
1.7699999999999996,94
1.4699999999999998,20
0.97,20
1.0699999999999998,56
0.97,165
0.67,92
1.7699999999999996,15
1.0699999999999998,436
0.87,393
0.87,141
3.2699999999999996,45
0.77,160
1.8699999999999997,524
2.4699999999999998,73
0.87,12
0.77,122
13.269999999999998,342
2.5699999999999994,356
2.3699999999999997,11
1.17,480
1.4699999999999998,59
0.67,369
1.17,15
1.17,88
0.97,13
9.069999999999999,485
2.7699999999999996,94
0.67,210
0.77,631
3.1699999999999995,54
1.27,415
0.97,104
1.7699999999999996,19
2.4699999999999998,77
0.67,10
0.87,301
0.77,481
3.4699999999999993,33
0.87,579
1.17,24
1.3699999999999999,171
5.169999999999999,199
1.17,24
1.4699999999999998,174
2.869999999999999,45
0.97,33
4.569999999999999,28
3.0699999999999994,15
4.169999999999999,51
2.1699999999999995,129
1.17,101
1.8699999999999997,366
7.469999999999999,42
0.97,14
2.4699999999999998,30
1.5699999999999998,426
1.67,38
3.2699999999999996,462
3.5699999999999994,278
0.87,56
4.469999999999999,31
2.07,19
0.67,133
0.67,10
4.769999999999999,487
0.97,69
1.4699999999999998,638
1.7699999999999996,71
2.7699999999999996,54
0.67,222
1.67,65
2.869999999999999,101
0.77,21
0.77,11
2.1699999999999995,310
1.5699999999999998,184
1.7699999999999996,320
2.7699999999999996,48
1.8699999999999997,72
1.27,372
2.2699999999999996,110
1.4699999999999998,95
1.27,158
2.1699999999999995,17
3.0699999999999994,27
4.869999999999999,84
3.4699999999999993,111
0.67,223
1.67,33
1.17,28
0.97,95
1.8699999999999997,41
3.2699999999999996,18
1.9699999999999998,15
0.87,543
0.67,59
0.77,15
0.77,89
6.0699999999999985,77
0.67,131
1.17,21
1.3699999999999999,288
3.0699999999999994,483
1.3699999999999999,18
1.3699999999999999,119
2.4699999999999998,607
1.27,70
0.67,23
2.7699999999999996,353
0.77,49
0.87,148
0.87,31
1.0699999999999998,231
0.67,101
1.7699999999999996,36
4.27,341
2.2699999999999996,325
2.5699999999999994,594
0.67,595
0.97,24
0.97,596
0.67,158
2.5699999999999994,500
1.67,67
1.9699999999999998,41
0.97,43
0.67,100
7.169999999999998,33
2.07,389
0.87,37
1.0699999999999998,215
1.67,20
2.1699999999999995,427
1.7699999999999996,124
3.0699999999999994,402
1.0699999999999998,583
1.9699999999999998,357
1.5699999999999998,339
1.5699999999999998,18
3.1699999999999995,10
1.27,583
0.77,12
9.169999999999998,227
1.27,178
5.969999999999999,545
0.87,155
1.67,16
0.87,268
1.0699999999999998,251
0.87,153
2.9699999999999993,68
2.3699999999999997,27
0.67,490
7.269999999999999,68
1.0699999999999998,118
1.0699999999999998,12
1.4699999999999998,11
5.169999999999999,375
3.4699999999999993,446
3.1699999999999995,36
0.67,22
1.0699999999999998,317
0.97,64
3.9699999999999993,15
0.77,34
2.7699999999999996,46
1.3699999999999999,35
0.77,134
0.77,43
1.67,406
1.0699999999999998,240
3.9699999999999993,463
2.5699999999999994,74
2.3699999999999997,12
3.669999999999999,339
2.1699999999999995,75
5.669999999999999,46
8.669999999999998,86
3.0699999999999994,244
5.0699999999999985,14
1.5699999999999998,79
0.77,11
1.9699999999999998,14
0.87,45
3.1699999999999995,180
1.4699999999999998,123
2.4699999999999998,151
6.269999999999999,561
2.07,396
3.0699999999999994,220
6.369999999999998,317
1.27,262
1.67,113
0.97,10
0.77,72
2.5699999999999994,202
2.1699999999999995,258
0.67,37
0.77,279
1.9699999999999998,43
0.87,14
2.1699999999999995,31
2.2699999999999996,258
1.3699999999999999,375
3.1699999999999995,483
0.67,105
0.97,82
0.77,247
1.8699999999999997,60
2.7699999999999996,224
1.67,12
2.5699999999999994,401
12.169999999999998,202
2.3699999999999997,118
0.77,44
1.5699999999999998,422
1.5699999999999998,100
1.27,235
0.67,34
5.769999999999999,550
0.67,32
2.3699999999999997,165
0.97,589
2.2699999999999996,26
1.4699999999999998,240
1.0699999999999998,205
2.4699999999999998,74
1.8699999999999997,182
1.27,535
0.87,638
1.8699999999999997,638
1.5699999999999998,263
1.17,122
1.4699999999999998,59
2.7699999999999996,12
0.97,64
1.5699999999999998,21
1.67,98
2.07,18
7.0699999999999985,16
2.4699999999999998,271
0.97,592
2.1699999999999995,358
1.8699999999999997,26
2.5699999999999994,616
0.67,140
1.17,188
1.27,99
2.3699999999999997,129
1.3699999999999999,196
1.8699999999999997,22
2.2699999999999996,398
0.87,40
1.0699999999999998,38
0.77,499
5.269999999999999,491
12.469999999999997,229
5.269999999999999,175
0.77,122
3.0699999999999994,321
3.369999999999999,346
0.77,11
1.17,99
2.869999999999999,638
0.97,638
1.5699999999999998,19
1.9699999999999998,83
2.9699999999999993,94
2.07,605
0.87,592
0.67,11
0.87,313
1.0699999999999998,53
0.67,16
1.0699999999999998,225
1.0699999999999998,558
1.7699999999999996,219
1.0699999999999998,141
3.9699999999999993,158
0.97,248
2.3699999999999997,409
0.87,197
0.87,119
4.869999999999999,450
0.97,612
1.3699999999999999,373
7.0699999999999985,288
0.77,411
3.1699999999999995,207
2.5699999999999994,638
0.87,96
2.6699999999999995,93
2.1699999999999995,99
1.3699999999999999,10
0.97,110
0.87,20
0.97,25
3.1699999999999995,399
1.9699999999999998,49
9.169999999999998,164
0.97,604
1.0699999999999998,69
1.7699999999999996,420
0.87,115
0.67,529
1.3699999999999999,88
1.0699999999999998,80
4.869999999999999,607
2.9699999999999993,295
0.77,17
1.7699999999999996,489
2.7699999999999996,274
2.1699999999999995,197
1.9699999999999998,21
2.869999999999999,212
0.77,15
0.97,493
1.67,123
1.0699999999999998,498
0.87,26
3.1699999999999995,72
1.8699999999999997,100
2.3699999999999997,222
1.0699999999999998,11
1.4699999999999998,217
2.4699999999999998,334
0.67,279
2.1699999999999995,141
0.77,113
1.4699999999999998,429
0.67,319
1.17,20
0.87,206
0.87,48
2.5699999999999994,23
1.0699999999999998,264
0.67,481
0.77,372
0.97,184
1.9699999999999998,16
1.9699999999999998,132
1.67,29
3.1699999999999995,76
1.3699999999999999,38
2.6699999999999995,10
1.5699999999999998,11
1.5699999999999998,404
1.67,117
2.869999999999999,79
0.97,111
3.0699999999999994,10
2.7699999999999996,243
1.27,83
0.67,145
4.969999999999999,75
1.27,92
2.5699999999999994,83
1.7699999999999996,75
0.67,365
3.2699999999999996,527
2.6699999999999995,631
2.07,71
1.5699999999999998,286
2.3699999999999997,40
6.669999999999998,277
1.0699999999999998,150
1.9699999999999998,164
1.27,39
0.77,622
6.169999999999999,214
0.67,84
3.2699999999999996,28
1.17,396
0.87,179
2.7699999999999996,76
0.97,106
2.9699999999999993,276
1.9699999999999998,159
8.569999999999999,151
9.269999999999998,107
4.069999999999999,454
0.67,35
3.0699999999999994,11
0.67,93
0.87,137
0.87,71
0.87,57
1.27,65
1.4699999999999998,58
0.77,22
9.369999999999997,392
0.67,123
1.7699999999999996,591
4.469999999999999,55
0.87,27
0.97,49
7.869999999999998,568
1.9699999999999998,202
0.87,635
1.0699999999999998,310
1.27,307
0.67,123
5.369999999999999,610
7.869999999999998,16
2.1699999999999995,134
6.0699999999999985,99
1.0699999999999998,67
0.97,14
1.0699999999999998,21
1.17,509
0.97,467
1.7699999999999996,32
0.67,86
8.969999999999999,160
1.3699999999999999,368
2.4699999999999998,465
0.77,25
2.2699999999999996,136
1.7699999999999996,99
2.07,584
2.869999999999999,189
1.5699999999999998,170
2.7699999999999996,615
0.87,89
2.9699999999999993,603
3.869999999999999,413
2.6699999999999995,425
1.3699999999999999,294
2.07,25
2.4699999999999998,88
0.87,128
0.67,19
0.67,62
1.17,442
1.3699999999999999,179
1.5699999999999998,19
1.4699999999999998,436
1.67,457
1.5699999999999998,139
1.5699999999999998,27
3.2699999999999996,391
0.77,135
0.67,446
2.3699999999999997,164
0.67,29
2.07,207
1.17,175
2.5699999999999994,50
2.1699999999999995,599
1.5699999999999998,38
2.6699999999999995,312
1.27,466
0.97,562
3.2699999999999996,116
0.77,115
1.67,359
0.67,12
1.9699999999999998,638
2.1699999999999995,390
0.77,64
2.07,419
1.17,43
0.67,118
3.2699999999999996,46
0.77,267
1.27,458
3.0699999999999994,628
1.17,67
1.27,285
0.67,200
2.2699999999999996,287
2.2699999999999996,303
1.27,113
2.07,453
1.3699999999999999,537
2.7699999999999996,56
1.67,20
1.17,318
1.27,90
1.4699999999999998,93
0.97,31
0.77,189
0.67,165
1.27,95
1.17,24
0.77,134
4.369999999999999,621
0.97,278
2.1699999999999995,503
2.4699999999999998,194
2.7699999999999996,615
2.4699999999999998,137
3.0699999999999994,158
1.0699999999999998,622
1.5699999999999998,384
1.8699999999999997,51
1.27,19
3.2699999999999996,443
2.2699999999999996,145
1.5699999999999998,19
1.8699999999999997,10
3.369999999999999,88
2.869999999999999,147
2.4699999999999998,87
0.77,418
0.97,135
3.0699999999999994,440
1.8699999999999997,356
2.4699999999999998,25
1.7699999999999996,112
0.77,603
7.0699999999999985,476
4.769999999999999,334
1.8699999999999997,618
1.7699999999999996,74
1.3699999999999999,140
1.0699999999999998,18
0.67,20
2.3699999999999997,141
3.0699999999999994,50
0.87,186
5.469999999999999,612
0.97,67
2.3699999999999997,21
1.67,48
0.77,567
1.27,39
2.6699999999999995,202
10.069999999999999,280
0.87,152
1.9699999999999998,16
7.869999999999998,485
1.4699999999999998,201
4.569999999999999,176
11.069999999999999,54
0.67,183
1.8699999999999997,40
0.67,29
1.27,36
1.9699999999999998,30
6.669999999999998,124
4.169999999999999,67
1.3699999999999999,69
1.3699999999999999,180
1.5699999999999998,176
1.7699999999999996,51
1.4699999999999998,36
1.0699999999999998,336
1.0699999999999998,95
1.27,109
2.4699999999999998,11
2.2699999999999996,15
1.4699999999999998,379
1.67,326
0.77,47
1.67,65
2.3699999999999997,116
0.97,35
0.77,638
1.0699999999999998,215
0.67,11
1.3699999999999999,340
2.1699999999999995,228
1.0699999999999998,276
2.2699999999999996,218
1.3699999999999999,377
4.569999999999999,251
2.4699999999999998,33
0.67,27
1.7699999999999996,44
0.67,10
0.67,24
2.5699999999999994,213
1.27,43
1.8699999999999997,65
0.67,563
4.669999999999999,172
1.9699999999999998,207
1.3699999999999999,43
10.569999999999999,256
1.67,346
1.4699999999999998,161
0.67,463
0.87,28
0.87,31
1.0699999999999998,181
0.67,388
1.17,50
0.87,148
12.969999999999997,291
1.3699999999999999,572
0.87,27
2.7699999999999996,278
4.27,299
7.969999999999998,497
1.3699999999999999,199
0.67,93
0.67,26
2.6699999999999995,356
5.669999999999999,523
2.6699999999999995,332
2.4699999999999998,11
2.9699999999999993,43
5.869999999999999,323
2.1699999999999995,215
0.87,371
5.0699999999999985,442
1.0699999999999998,84
1.4699999999999998,109
0.87,326
1.4699999999999998,13
1.3699999999999999,13
1.9699999999999998,59
2.1699999999999995,521
1.9699999999999998,52
15.169999999999996,162
6.269999999999999,12
7.5699999999999985,108
1.5699999999999998,221
1.0699999999999998,526
2.6699999999999995,13
1.3699999999999999,241
2.869999999999999,21
1.4699999999999998,67
2.4699999999999998,614
2.6699999999999995,22
2.6699999999999995,163
0.97,31
1.27,90
1.9699999999999998,527
1.27,37
1.17,13
1.3699999999999999,173
2.4699999999999998,267
1.17,77
2.9699999999999993,135
1.8699999999999997,18
1.8699999999999997,491
1.17,88
1.0699999999999998,38
0.87,155
4.27,286
3.2699999999999996,472
2.869999999999999,18
14.269999999999998,83
1.27,249
1.3699999999999999,15
1.4699999999999998,87
0.67,177
3.369999999999999,60
2.7699999999999996,76
3.0699999999999994,209
1.17,54
1.7699999999999996,105
1.27,110
0.77,416
1.0699999999999998,562
1.4699999999999998,47
0.97,380
1.3699999999999999,513
1.0699999999999998,56
0.77,444
1.7699999999999996,373
1.0699999999999998,349
0.67,66
0.97,66
2.6699999999999995,55
1.3699999999999999,382
1.27,540
0.67,84
0.67,22
3.669999999999999,470
12.269999999999998,391
0.67,172
1.0699999999999998,212
0.77,397
0.97,20
1.3699999999999999,108
0.77,93
0.67,15
0.87,87
0.77,265
1.7699999999999996,578
1.27,66
0.77,12
0.97,36
0.87,88
0.67,207
2.5699999999999994,557
2.1699999999999995,145
3.0699999999999994,34
0.97,352
1.67,188
6.369999999999998,64
0.97,391
1.5699999999999998,335
0.67,18
2.9699999999999993,78
0.87,244
1.27,507
0.87,16
3.1699999999999995,142
1.5699999999999998,13
1.3699999999999999,442
1.7699999999999996,439
0.67,125
1.4699999999999998,169
2.3699999999999997,88
0.77,238
1.5699999999999998,411
1.27,15
2.9699999999999993,507
0.87,487
5.169999999999999,66
1.3699999999999999,15
1.67,46
0.77,225
0.87,362
1.0699999999999998,159
0.87,520
1.7699999999999996,201
2.1699999999999995,128
1.17,281
1.0699999999999998,95
4.069999999999999,600
3.1699999999999995,110
1.27,67
0.67,45
1.3699999999999999,162
0.67,580
1.5699999999999998,21
4.469999999999999,16
0.77,15
1.0699999999999998,418
1.67,24
3.0699999999999994,13
1.8699999999999997,26
1.17,84
3.2699999999999996,196
0.77,80
5.269999999999999,527
0.77,249
1.7699999999999996,621
0.77,75
1.8699999999999997,264
1.0699999999999998,37
3.4699999999999993,514
10.769999999999998,60
