planet_radius,Period(Days),host_star_id,planet_name,contrast,planet_type,angular_separation,orbital_radius,eff_orbital_radius
2.1699999999999995,95,S204291257,Planet_3365,4.2868948377569735e-08,neptunes,0.01390668797886413,0.3124075669283084,0.00998298743945251
0.67,290,S367460125,Planet_3366,1.0643321250239442e-09,frozen_planets,0.004306246788214953,0.9822350379727836,5.976191143569882
2.37,134,S45687531,Planet_3367,2.5242097638384992e-08,neptunes,0.004681802275255373,0.5121269101325805,0.5910586559093867
1.37,136,S434111018,Planet_3368,7.118253922164542e-09,frozen_planets,0.015000157106333225,0.6232389069386585,7.903160637044276
3.669999999999999,26,S382258517,Planet_3369,2.721061166944248e-07,neptunes,0.0058265095021027965,0.14378128514437977,0.005683388455034694
3.369999999999999,100,S230073581,Planet_3370,1.2068796635880348e-07,neptunes,0.02394536489351345,0.3608933266457457,0.032563530533063774
1.0699999999999998,148,S138894223,Planet_3371,7.313887811156414e-10,mercuries,0.011016216807240653,0.4677437128146821,0.05290551524353029
1.4699999999999998,213,S196029004,Planet_3372,9.769623878649204e-09,frozen_planets,0.01709482508442297,0.7288194497710646,2.3157857023503094
2.07,462,S341105883,Planet_3373,4.6176311953995e-09,neptunes,0.007733618388025041,1.0420885929128407,0.2033032021877711
2.6699999999999995,49,S360147541,Planet_3374,1.648996162156525e-07,neptunes,0.006186655457946373,0.21600496108760558,0.008565616708407721
3.27,296,S169296613,Planet_3375,1.0475371242388861e-08,neptunes,0.034073324886466055,0.6371047644933087,0.014281744020019355
1.4699999999999998,96,S315365617,Planet_3376,5.432455862736239e-09,mercuries,0.012390237144067263,0.34949800074208465,0.034020366192615385
0.67,629,S393823535,Planet_3377,2.0983035170769067e-10,earths,0.028577283085211982,1.3728497358183482,1.1847686670539022
2.47,160,S447088034,Planet_3378,2.4060512362359867e-08,neptunes,0.0048586319990469385,0.5899415202873496,1.1208573866951121
1.87,195,S409310107,Planet_3379,1.646753018062428e-08,neptunes,0.004698172554417601,0.5086363266270373,0.014575447108214163
2.47,193,S301137564,Planet_3380,1.4753755851365917e-08,neptunes,0.005586136390634154,0.5719141682350786,0.08570028116173393
0.77,602,S841336692,Planet_3381,2.2143549543926121e-10,mercuries,0.04265812320795657,1.1033502151502397,0.07970061309472676
0.67,21,S40556377,Planet_3382,1.267086341852029e-08,mercuries,0.003341608649839929,0.12969658980240145,0.016060895109505743
0.97,63,S404468599,Planet_3383,2.6519105114554104e-09,mercuries,0.007095145561912729,0.25910473711622906,0.020007784159143217
1.37,456,S130587313,Planet_3384,1.1509189109276886e-10,mercuries,0.00804937604342122,0.8940752397755852,0.022176211371658313
0.77,461,S46150738,Planet_3385,1.2731418884397582e-09,venuses,0.02480719278593111,1.1317455522776367,0.7300016383355599
0.77,339,S81987822,Planet_3386,2.786354922695679e-10,mercuries,0.018973181451235926,0.8024267810242683,0.057973359921899406
0.87,20,S111267568,Planet_3387,1.0832211511529558e-08,mercuries,0.0008172535317863089,0.13294040857819545,0.04033236736737315
3.369999999999999,377,S297284595,Planet_3388,7.914084428331031e-09,neptunes,0.006464200334212612,0.9196083420170804,0.18756392618938358
2.6699999999999995,65,S455203457,Planet_3389,5.205406492427849e-08,neptunes,0.00921338806966556,0.24324234613515164,0.007602578865544059
2.27,307,S141969034,Planet_3390,3.361029473634176e-09,neptunes,0.02447462350103671,0.942218900497993,3.5538868645048987
2.6699999999999995,63,S239848129,Planet_3391,5.446719530240195e-08,neptunes,0.006244952271827881,0.3006323750738359,0.19383352432181425
1.87,30,S290609291,Planet_3392,1.4453279768769657e-07,neptunes,0.002310481480784115,0.16251103836077602,0.02080857602408327
1.5699999999999998,117,S92350382,Planet_3393,7.70550587117393e-09,neptunes,0.009509507099008035,0.3851220199304719,0.021406412908683396
4.769999999999999,328,S219218697,Planet_3394,3.622807274525499e-08,neptunes,0.024106535846492097,0.8676514245066929,0.40569835796765413
1.87,558,S181239866,Planet_3395,1.8424579238473098e-09,neptunes,0.030856366082775928,1.3849378044082863,0.07107797610452243
1.27,474,S387313600,Planet_3396,2.7207943552342635e-09,venuses,0.022572542829369324,1.1401119573974463,0.5852937719572565
0.97,128,Snan,Planet_3397,2.2412040336775387e-09,mercuries,0.007499893712356886,0.41913200387520133,0.03269194722578658
1.5699999999999998,13,S259592530,Planet_3398,1.729436752202115e-07,neptunes,0.0014867465495039631,0.09996728452785834,0.03526297001126417
0.87,281,S464337578,Planet_3399,2.873678297494166e-10,mercuries,0.016051458819750113,0.7310042588197768,0.10649435492074648
1.17,466,S270494184,Planet_3400,1.9681644990790502e-10,mercuries,0.002067088455100432,1.0543120219280098,0.2225874743785135
1.37,116,S51890399,Planet_3401,3.5725593718234032e-09,mercuries,0.008214552475692331,0.39262942768606457,0.04001539905060267
3.369999999999999,38,S33359422,Planet_3402,2.843503815888696e-07,neptunes,0.0031890774075520444,0.21356870598274963,0.13478439799689704
1.5699999999999998,182,S455768946,Planet_3403,6.389208077350747e-09,neptunes,0.004946802543996171,0.6202713639251936,0.49177517680935245
2.37,142,S188478494,Planet_3404,2.402392326871908e-08,neptunes,0.0013110096737703584,0.4614213978350658,0.05592914585658977
4.469999999999999,372,S343333748,Planet_3405,1.270209683298082e-08,neptunes,0.005751300571413648,1.1003530632949192,3.8536327229251093
0.67,37,S357169945,Planet_3406,4.464760673250337e-09,mercuries,0.00458392199462841,0.20175782183287022,0.06629317900083195
14.469999999999995,43,S415733167,Planet_3407,5.00638369271961e-07,hot_jupiters,0.008928940254494042,0.2112271097967766,0.03386233737110163
1.97,25,S234282159,Planet_3408,2.6356003548472655e-07,neptunes,0.005591066596589731,0.12359322413347223,0.0028782141760668035
1.0699999999999998,285,S65646537,Planet_3409,3.5431965874904784e-10,mercuries,0.016323021104989125,0.640068808108037,0.02129891860316555
0.87,24,S69841634,Planet_3410,7.60828570757857e-09,mercuries,0.0007207025046117452,0.13870446573899148,0.014125283996207803
0.87,42,S362392898,Planet_3411,1.3627510407805924e-08,frozen_planets,0.008429197347593379,0.2902849265749125,16.822011495016177
1.7699999999999996,33,S97471384,Planet_3412,7.27585596107719e-08,neptunes,0.004745721454335039,0.18392623134215544,0.08732749437680329
1.67,45,S121078398,Planet_3413,2.40081591783724e-08,neptunes,0.0006206441824630544,0.21337132259304964,0.027782792091940255
3.27,153,S158111591,Planet_3414,2.3418177694100336e-08,neptunes,0.019601109905419682,0.595624715363236,1.5444440966794497
3.769999999999999,23,S226324650,Planet_3415,5.359558978571677e-07,neptunes,0.001099961289221723,0.13496952116561528,0.011271121229282751
2.1699999999999995,553,S202983506,Planet_3416,4.745146043918525e-09,neptunes,0.02271221620622612,1.056028131459046,0.04887850998987375
1.97,12,S54272677,Planet_3417,7.507793251274227e-07,neptunes,0.0009366130965330725,0.08477717146617056,0.005439454873042015
0.67,22,S382276154,Planet_3418,8.393964808115624e-09,mercuries,0.0009358911549113755,0.15287592628590999,0.17164557137969125
0.67,161,S428832333,Planet_3419,9.954446310212632e-10,mercuries,0.0030817866925191783,0.41337874577480394,0.0036995728563106664
0.67,222,S279325141,Planet_3420,6.44801320654803e-10,mercuries,0.019125601072250954,0.532615552815494,0.012202026983294218
6.369999999999998,529,S151006728,Planet_3421,1.8870923737731904e-08,hot_jupiters,0.045594076476425036,0.9961749321298329,0.029107695732889752
1.87,551,S133556737,Planet_3422,2.2798606127728745e-09,neptunes,0.0030198139316731432,1.200346541158163,0.3174550782336031
1.0699999999999998,268,S430533621,Planet_3423,3.2009843408512187e-10,mercuries,0.015037479804300587,0.7540826085018598,0.20231469138421118
0.67,410,S69083820,Planet_3424,1.442963034415769e-10,mercuries,0.016612166760076513,0.9229590391936708,0.09988544149608015
0.87,307,S101775096,Planet_3425,2.9052689374486974e-10,mercuries,0.0036263854191402327,0.7191462260874757,0.039308540279332456
0.67,164,S20926643,Planet_3426,1.3046468963302573e-09,earths,0.01857250090778591,0.5723450488637152,1.5052341994306704
0.87,83,S27402877,Planet_3427,3.9924448470366674e-09,mercuries,0.0004063531054928812,0.308039905257234,0.018829288779357987
2.27,235,S435160829,Planet_3428,1.203350997638921e-08,neptunes,0.009814803026669091,0.6237107326843673,0.042293810211799766
4.469999999999999,22,S441420236,Planet_3429,1.105104310973222e-06,neptunes,0.01318794910240516,0.13347643866218567,0.013084779779665517
1.5699999999999998,305,S251808762,Planet_3430,1.7059733104267759e-09,neptunes,0.0072833013986965765,0.8967621214303892,1.750521144205035
1.37,108,S165890575,Planet_3431,4.252128690113733e-09,mercuries,0.0038353632953190067,0.3824813031390691,0.047043814446826926
1.37,367,S173006499,Planet_3432,4.323919061778049e-09,venuses,0.020146307163291712,0.9685586588042554,0.44771438404684555
3.0699999999999994,113,S903457221,Planet_3433,6.832448467587073e-08,neptunes,0.008878652895908608,0.3941853689144153,0.05751530747438928
1.67,596,S125941934,Planet_3434,2.086913472042549e-09,neptunes,0.010192183080896457,1.1964379897612112,0.12636276184742326
1.7699999999999996,17,S34926238,Planet_3435,1.8256284839971953e-07,neptunes,0.0021409396793059363,0.11033100126407473,0.011330023275231858
1.27,208,S125165048,Planet_3436,7.140176347766622e-09,frozen_planets,0.0074546396418789344,0.7685744634793403,9.739758705533406
0.77,150,S418927666,Planet_3437,4.725199229704554e-10,mercuries,0.00023049462402501103,0.48495241172370873,0.06839128028596161
0.77,16,S67392954,Planet_3438,2.2779058093737335e-08,mercuries,0.0003372621072987749,0.1164252547666224,0.05777415138250281
0.97,30,S220571983,Planet_3439,1.6579316360796798e-09,mercuries,0.006615719733639672,0.16584376579980437,0.024630020077826283
0.67,69,S229658137,Planet_3440,1.7922809495646524e-09,mercuries,0.007186876599250033,0.2878011975323782,0.03670397139612623
2.5699999999999994,73,S144503312,Planet_3441,6.449855664233681e-08,neptunes,0.007621964424877012,0.33003788241290954,0.16952720757754344
0.97,451,S151412067,Planet_3442,7.466494932402357e-10,earths,0.001676234202756104,1.198395268745647,1.5754852300592663
0.67,103,S139754153,Planet_3443,2.0400192826173155e-09,mercuries,0.013326330860337327,0.32634294217013776,0.009708277858346829
2.37,156,S318705111,Planet_3444,1.7845476212799904e-08,neptunes,0.013400674360260212,0.39369944761855247,0.004699030134486595
0.87,26,S85367836,Planet_3445,7.50368779803817e-09,mercuries,0.0014831652742846293,0.16825161124259533,0.04180121076939372
1.27,294,S296203622,Planet_3446,1.0671995261417572e-09,mercuries,0.01268728178781451,0.7791245499255246,0.19498221797341064
1.4699999999999998,11,S293632829,Planet_3447,5.3657396098902216e-08,mercuries,0.00042009923336672764,0.08324342449469471,0.012360150210252425
0.77,244,S352300400,Planet_3448,8.957204743387e-10,earths,0.0065787806567419475,0.7719865603159141,1.080361669326702
3.769999999999999,19,S23987267,Planet_3449,6.685428765258175e-07,neptunes,0.0020526646932128613,0.12253864872527435,0.02130607958610264
2.47,381,S323283392,Planet_3450,6.467276458729298e-09,neptunes,0.031051157479230443,1.1136866407155037,3.9105973351721444
1.7699999999999996,453,S276354725,Planet_3451,1.5774684385485276e-09,neptunes,0.004262417005091932,1.0911834914981744,0.6406262645934245
1.37,66,S325274708,Planet_3452,4.43337236923802e-09,mercuries,0.0030767157035708034,0.2697342385814115,0.022119168194767704
1.37,170,S92882729,Planet_3453,2.4216772557473644e-09,mercuries,0.003785258434054024,0.5862209196988325,0.23985947779856276
8.469999999999999,606,S101546760,Planet_3454,1.9126695198182805e-08,hot_jupiters,0.02547791551539305,1.2521088764901336,0.23458524457463206
2.869999999999999,323,S220412945,Planet_3455,6.9684787471858715e-09,neptunes,0.0076103089317067565,0.8992843725195189,0.5622147884624575
1.5699999999999998,578,S286377115,Planet_3456,8.739271461442077e-10,neptunes,0.04668770508817404,1.3952090080562214,1.8528125442662582
0.67,634,S1270862654,Planet_3457,1.7895712472258064e-10,mercuries,0.15935804338198478,1.1200394532987572,0.016659864157168032
2.47,13,S198780369,Planet_3458,9.406264202938103e-07,neptunes,0.0007846887813585287,0.09156418569320922,0.006375409623347228
2.77,355,S24923569,Planet_3459,9.494945025861617e-09,neptunes,0.015315588401655061,0.9730738974916322,0.6952109077415687
0.87,232,S402202947,Planet_3460,6.814606003504301e-10,mercuries,0.025127973215809375,0.5295750611433729,0.00932036459851258
13.069999999999997,57,S71454930,Planet_3461,6.791418596112556e-07,hot_jupiters,0.004143623771145625,0.2484836411217766,0.02434617599454947
0.77,156,S103919894,Planet_3462,5.500354972551088e-09,venuses,0.012968630262072487,0.5772230367056539,0.8733684568535367
1.0699999999999998,518,S231861553,Planet_3463,9.917365178957317e-11,mercuries,0.006244615006622054,1.1619454940019132,0.21383722727537532
1.87,226,S12863584,Planet_3464,1.144828127574695e-08,neptunes,0.006050315553835941,0.6501772034258714,0.13483283665192505
12.469999999999995,291,S191288300,Planet_3465,3.178676219363433e-07,gas_giants,0.009749424994029993,0.896338516935862,1.478441384767618
3.769999999999999,416,S8767417,Planet_3466,1.5371806954557478e-08,neptunes,0.027249281471133376,1.060699941519487,0.4405760150508829
0.87,41,S460356719,Planet_3467,4.9892940432898285e-09,mercuries,0.005481220580231634,0.1645646247592182,0.0026226821116301187
0.67,23,S298810162,Planet_3468,1.3280428835080657e-08,earths,0.004525835882345461,0.18166370055879344,1.0334108135177444
0.77,28,S151759246,Planet_3469,1.0075423521891631e-08,mercuries,0.0009445635545866907,0.16611337567144846,0.05286359044392811
1.97,33,S303338373,Planet_3470,1.110909409465768e-07,neptunes,0.003713884662388619,0.16710713169677566,0.010940413509879603
2.97,170,S387422624,Planet_3471,1.9906861156278273e-08,neptunes,0.00876805081053539,0.5255232449733763,0.08253060693554215
1.7699999999999996,225,S121106297,Planet_3472,2.7179780182356474e-09,neptunes,0.015512879458315549,0.6366377178852759,0.1220215376535039
0.87,13,S215195869,Planet_3473,1.591573282414938e-08,mercuries,0.001977895559169662,0.10162239549091409,0.04515190672751974
0.77,47,S468954743,Planet_3474,6.675531679927924e-09,earths,0.007399930726261742,0.2881834748050695,1.5495703063249207
1.87,150,S104849412,Planet_3475,1.731868323428868e-08,neptunes,0.012652431910913522,0.4606672658343957,0.030723211675335284
0.87,344,S168005237,Planet_3476,1.877411858089014e-10,mercuries,0.007533825070585837,0.8365424596018467,0.08070131033581014
0.77,196,S289164482,Planet_3477,8.822950227075259e-10,mercuries,0.010246019475289372,0.5606240762293627,0.04846601008040831
0.77,548,S122983034,Planet_3478,4.086750011127913e-10,frozen_planets,0.012090596385909421,1.4935118042986166,8.136352953254601
0.67,288,S56383923,Planet_3479,6.557009106741699e-10,earths,0.017119802345351032,0.8375373549235262,1.0169845004097746
3.47,65,S640106679,Planet_3480,6.967736097636762e-08,neptunes,0.0012880415281913257,0.2798600508355597,0.030103113855614528
1.5699999999999998,17,S334751800,Planet_3481,8.439717222708265e-08,neptunes,0.0009524613702612505,0.11097922048658956,0.011887172603475698
1.27,144,S426871701,Planet_3482,2.4454348494181506e-09,mercuries,0.003954968746161493,0.49358764103323055,0.10554431985536239
1.17,167,S321292443,Planet_3483,2.1275089911015648e-09,mercuries,0.009527673404170985,0.5269604760991953,0.1285084551413983
2.27,245,S377388864,Planet_3484,9.881664525996594e-09,neptunes,0.02048645520385859,0.7479503236984556,0.6059381181498695
2.97,44,S221970504,Planet_3485,1.662673331796629e-07,neptunes,0.005783850666443988,0.23636507009313926,0.09168491868317807
0.87,615,S468723402,Planet_3486,1.199746537014211e-09,venuses,0.03412259141010468,1.313983571125433,0.5157187530723272
3.369999999999999,574,S135268632,Planet_3487,3.5938219599424307e-09,neptunes,0.012257999932000423,1.3908286462212613,1.6051307702968056
4.069999999999999,113,S271047371,Planet_3488,3.621669020874336e-08,neptunes,0.006989920003985561,0.4302818218844574,0.19509114389504822
2.869999999999999,86,S94894075,Planet_3489,4.60496785529641e-08,neptunes,0.0026048913273839305,0.380024632530241,0.4390382455428912
2.07,210,S356372695,Planet_3490,4.8720388403415626e-09,neptunes,0.010555617947713893,0.6523895670328226,0.16864273882372738
2.27,75,S258061897,Planet_3491,6.690833660116539e-08,neptunes,0.008174778338282184,0.32413099979792787,0.12584887427272334
8.869999999999997,487,S269533411,Planet_3492,7.809274468801468e-09,hot_jupiters,0.02123429534048424,1.1300749874678648,0.3852307400789672
2.47,241,S418446470,Planet_3493,7.215631731164044e-09,neptunes,0.0012499213325581182,0.7773076501799389,2.0882537042456972
1.67,58,S11893637,Planet_3494,1.2409567590842093e-07,neptunes,0.005464063453120883,0.16269287686953274,0.000560169391856996
1.17,184,S453303407,Planet_3495,3.182372155703213e-09,mercuries,0.018946047653566698,0.42906002173110735,0.005907633065409205
0.97,209,S125250745,Planet_3496,3.0687903044282065e-10,mercuries,0.0334593609278969,0.5770738840102639,0.044770220033520554
0.67,241,S307797957,Planet_3497,4.644238914532218e-10,mercuries,0.021321799368610384,0.6952897732032025,0.2094420440721324
0.67,98,S456633126,Planet_3498,1.4895774311252445e-09,mercuries,0.0016292352616478951,0.33385436517405676,0.015851594701176388
0.67,65,S438406511,Planet_3499,1.2055253877771914e-08,venuses,0.004553601735638973,0.31629121088973977,0.5219671519763651
1.5699999999999998,295,S319869704,Planet_3500,2.971219029855511e-09,neptunes,0.016868591378017012,0.7550870775403448,0.07374617826714665
2.07,14,S290761749,Planet_3501,4.291171682727885e-07,neptunes,0.002587380922618768,0.10961346020229382,0.08121689053182225
0.67,171,S77045033,Planet_3502,8.08935918920489e-10,mercuries,0.00041896658437860833,0.5300905023308329,0.107614816423848
0.87,61,S71373798,Planet_3503,2.2708302193649315e-09,mercuries,0.010497662766464922,0.2322773540874305,0.006456518771989141
3.1699999999999995,96,S5506063,Planet_3504,4.638704347736332e-08,neptunes,0.0048894750427272956,0.44735379282059945,1.6857964742637712
2.1699999999999995,190,S390646625,Planet_3505,1.544891565434509e-08,neptunes,0.011356697375736082,0.5931340431671119,6.978472035854184
0.77,486,S120563501,Planet_3506,1.7240247830515865e-09,venuses,0.009112107395981518,1.0358985135436543,0.41834553810659986
1.0699999999999998,401,S178622669,Planet_3507,3.3183089452691845e-09,venuses,0.01853166922322498,1.0350466074874296,0.6958798207007131
1.27,51,S255563650,Planet_3508,2.04992994279399e-08,mercuries,0.0009059607456349537,0.19333347673047696,0.0035014580373311462
2.1699999999999995,34,S22970702,Planet_3509,2.9061412323915457e-07,neptunes,0.005037889358955592,0.13498016332375418,0.00044148226270055227
16.269999999999996,168,S440887364,Planet_3510,6.129595214690514e-07,hot_jupiters,0.017220712388385916,0.5187863592096057,0.07185718632733504
0.67,14,S118868192,Planet_3511,4.04126556000193e-09,mercuries,0.0017447413389840194,0.10596962857240165,0.02357915743193952
5.869999999999999,395,S31302659,Planet_3512,3.370552098660391e-08,neptunes,0.00923363632620364,1.0458038985419458,1.1295240220608094
1.27,93,S54503031,Planet_3513,6.075646085034179e-09,mercuries,0.003125000055579035,0.3231615925424046,0.016168677723636758
1.0699999999999998,604,S246862726,Planet_3514,3.936039676528542e-10,mercuries,0.03579266944099911,1.0659120575791898,0.030586341094786196
0.87,450,S316331312,Planet_3515,1.7233290553968853e-09,venuses,0.039592892662324866,1.105450736675158,0.4484160942457753
11.669999999999998,568,S271406784,Planet_3516,6.772475854056081e-08,hot_jupiters,0.0016920429380340362,1.1803285446709384,0.24903407575960387
1.17,11,S436546045,Planet_3517,4.2904818908258157e-07,venuses,0.0020455938776581936,0.08882389769170258,0.5500954071981291
2.07,220,S449904735,Planet_3518,4.532323172625355e-09,neptunes,0.006910438453361512,0.7455844118088675,1.744566587815287
1.5699999999999998,200,S167082903,Planet_3519,6.864364453349758e-09,neptunes,0.013244059633995203,0.5340593061171097,0.02246072264557601
4.669999999999999,241,S242944633,Planet_3520,1.9628207026629196e-08,neptunes,0.01122689609411621,0.6946659078087211,0.15794280381350712
0.87,327,S316331312,Planet_3521,3.0683932060224985e-10,mercuries,0.032001774338801865,0.893503420410693,0.36244158213767613
2.47,39,S408190069,Planet_3522,4.0897119200910604e-08,neptunes,0.009042216764009908,0.2291807139565849,0.48775944034815555
7.5699999999999985,317,S259589304,Planet_3523,1.1198568406579685e-08,hot_jupiters,0.002165627236108642,0.8719460898443436,0.39344731038006525
2.07,64,S157273292,Planet_3524,2.816982761999683e-08,neptunes,0.00026159379632513714,0.268432161111842,0.03450855224520868
2.37,429,S419012256,Planet_3525,2.5958900934541727e-09,neptunes,0.020360990722498824,0.9570333636558638,0.09623589787401615
2.97,108,S372480991,Planet_3526,1.8480380813407545e-08,neptunes,0.023420600649919108,0.5307405324884605,6.633722365725194
0.77,140,S36363632,Planet_3527,3.650394667901961e-09,frozen_planets,0.0010352331148713548,0.6077956468886911,3.805620313076418
2.6699999999999995,263,S31374837,Planet_3528,9.285587526406569e-09,neptunes,0.013261872119122154,0.7337412237728232,0.20022350959763852
2.6699999999999995,234,S91987394,Planet_3529,1.665819709696172e-08,neptunes,0.018753485802825005,0.6502842286912403,0.10549632636577166
0.77,22,S94924490,Planet_3530,5.8349861522975135e-09,mercuries,0.002530638710017606,0.1377189389579187,0.023489836179817643
1.27,107,S12570868,Planet_3531,4.455123947781484e-10,mercuries,0.016475914380996798,0.37633528943471095,0.03836365484847864
1.67,14,S368454136,Planet_3532,1.8651342444128095e-07,neptunes,0.0029878174455578548,0.12472644967377759,0.47614862156835785
1.0699999999999998,197,S330191766,Planet_3533,9.088054735893905e-10,mercuries,0.001056804158669832,0.6003764434836197,0.15563715558374044
2.1699999999999995,31,S140064264,Planet_3534,1.4240759836449687e-07,neptunes,0.003772705190120813,0.18150393033548945,0.08089227186690734
2.77,136,S71053886,Planet_3535,3.246064867309575e-08,neptunes,0.00852983115685325,0.45726334093792387,0.07456558007056618
0.97,21,S156929912,Planet_3536,2.6459561487257727e-08,mercuries,0.003020211364532722,0.12845853188969658,0.013135153278571699
4.569999999999999,538,S368499834,Planet_3537,1.1091798331051948e-08,neptunes,0.03402977763918462,1.0891025290057714,0.0575663983836443
1.17,450,S39731200,Planet_3538,1.2346136408555833e-10,mercuries,0.016534076518284004,0.939298661722685,0.05738109887373287
3.0699999999999994,18,S295412684,Planet_3539,4.565705578426785e-07,neptunes,0.0029454860915512017,0.14274184714137594,0.35615037410673084
1.67,30,S382467980,Planet_3540,3.16291872312702e-08,neptunes,0.003362026473309508,0.18175173029105252,0.0922298442591036
1.37,34,S232331928,Planet_3541,1.5974205738513628e-08,mercuries,0.0001284839135337423,0.1762560517402125,0.01916635528348963
1.37,60,S273945912,Planet_3542,2.1757602412122283e-08,earths,0.003730985903279413,0.31422118980598834,1.0444024099929234
1.27,77,S198381445,Planet_3543,4.566230444658405e-09,mercuries,0.003226637377106603,0.3096977192413542,0.04261336869550323
0.67,317,S114919247,Planet_3544,5.886227957784697e-10,mercuries,0.025056582182938502,0.6264597613688413,0.010455202777776293
0.67,237,S43255143,Planet_3545,1.4995574800721352e-09,frozen_planets,0.0029616113570127317,0.757065894072982,5.499923358977979
1.4699999999999998,326,Snan,Planet_3546,8.665585546300449e-10,mercuries,0.013987073668655193,0.7816684395719539,0.0609694872695958
0.67,561,S81339324,Planet_3547,1.2130174773525075e-11,mercuries,0.031457757445867957,1.1875787168069079,0.22543628112287092
1.7699999999999996,28,S207386596,Planet_3548,7.29673190243202e-08,neptunes,0.005179880793819537,0.1885130210646991,0.4996419022460177
5.469999999999999,152,S181953504,Planet_3549,7.148266080074406e-08,neptunes,0.003956226431729921,0.5460168667990929,0.7165433944691175
0.87,43,S372795449,Planet_3550,1.3399878459162103e-09,mercuries,0.013402729507283806,0.2112271097967766,0.026797804788938548
2.77,505,S453372892,Planet_3551,2.9622173199760934e-09,neptunes,0.029902963723241513,1.0245397459583578,0.07258420172919013
0.67,97,S308565043,Planet_3552,1.8385915057591667e-09,mercuries,0.014801974159412139,0.33453325564380876,0.013963578033733314
3.47,596,S51923677,Planet_3553,1.3932004175502537e-08,neptunes,0.0072702203327978205,1.0798322699230392,0.0348345281134617
1.27,38,S10863087,Planet_3554,1.1680957270963886e-08,mercuries,0.0008794977781188654,0.162804657190572,0.002862904926344906
1.4699999999999998,547,S72643856,Planet_3555,6.828292322861169e-11,mercuries,0.0019660758712229526,1.1433983177579532,0.11132709694555289
1.7699999999999996,225,S420687342,Planet_3556,4.69223744456447e-09,neptunes,0.005478709636664614,0.7163496843945539,0.4790987796723818
1.0699999999999998,597,S203260923,Planet_3557,3.6261075644114356e-11,mercuries,0.03564310446900191,1.1346853919176048,0.0641807986397243
0.97,488,S428919267,Planet_3558,6.285256933863708e-11,mercuries,0.0203237829291785,1.1118456598073774,0.254081245566844
6.869999999999998,98,S435903825,Planet_3559,1.6929691118928442e-07,hot_jupiters,0.008724061626264028,0.37256043169551784,0.10790440796088958
2.97,224,S154360594,Planet_3560,1.164779216119474e-08,neptunes,0.029027784880838663,0.8148049806265132,17.84594758374987
3.1699999999999995,62,S71024634,Planet_3561,1.9318994315374704e-07,neptunes,0.0026015476476156296,0.24157800154615122,0.009198290202338987
9.669999999999998,55,S396547837,Planet_3562,8.008745899048195e-07,hot_jupiters,0.005439743971077583,0.21953355601879243,0.010257077674284475
0.97,332,S119487103,Planet_3563,6.056246610461268e-10,mercuries,0.009567069238043686,0.7093411298307668,0.016470938763749846
1.27,630,S239137207,Planet_3564,1.5436416419879207e-09,frozen_planets,0.0882377520061156,1.6321054913826045,8.877536052320332
0.87,188,S145006683,Planet_3565,2.40263760551278e-09,frozen_planets,0.015148205929101786,0.776898060063867,24.925056769067627
3.769999999999999,261,S262717174,Planet_3566,2.6162941316104082e-08,neptunes,0.006724704897716589,0.7665023139544359,0.35799648447127913
2.869999999999999,248,S217461054,Planet_3567,2.425839269897022e-08,neptunes,0.0014463159636768465,0.6657259620142144,0.10417686905777433
1.0699999999999998,606,S17558287,Planet_3568,3.067997450626131e-10,mercuries,0.018630628671228996,1.2201993144807868,0.13864525548291143
1.4699999999999998,114,S245948461,Planet_3569,5.144124090368605e-09,mercuries,0.007599778414666286,0.40839770779061485,0.06549341746081112
2.869999999999999,155,S468431110,Planet_3570,1.5940975993439593e-08,neptunes,0.008100825574434173,0.619683497782278,2.2311207511852325
6.569999999999999,323,S370943232,Planet_3571,4.389605573294856e-09,hot_jupiters,0.014581422507140696,0.7012371303949627,0.015438951639265792
1.4699999999999998,299,S409319605,Planet_3572,5.010956161425426e-09,frozen_planets,0.002116008466906148,1.0117324378981802,7.667983410797401
2.07,362,S379166346,Planet_3573,4.520216064299507e-09,neptunes,0.0011234731634967169,0.9702889345264635,0.5427323437268167
3.9699999999999993,479,S232517876,Planet_3574,1.2635789868410109e-08,neptunes,0.020655043561109362,1.0336920518135768,0.1138099705991917
1.4699999999999998,22,S16077344,Planet_3575,4.8089114891087724e-08,mercuries,0.002965427931607345,0.12901373586955575,0.01054463526009634
1.7699999999999996,15,S311959703,Planet_3576,3.927738848192843e-07,neptunes,0.0030660229410946734,0.10310973569749776,0.011456808769997339
1.4699999999999998,251,S306564145,Planet_3577,2.3685465008950336e-09,mercuries,0.01329944511464245,0.6591347693159542,0.061499094621138166
1.37,362,S408586952,Planet_3578,5.3001014895529425e-09,venuses,0.00972132808978298,0.9806119320228813,0.7659884353372863
1.27,94,S373367172,Planet_3579,3.7385430243601815e-09,mercuries,0.004635872068708199,0.35924078035899926,0.06917030795042366
1.17,407,S88723334,Planet_3580,1.0616714844892627e-10,mercuries,0.017808676908771248,0.8641161520793641,0.03250141646294597
0.97,23,S195512800,Planet_3581,1.605788156727344e-08,mercuries,0.0009323414758854062,0.1356854010163349,0.014028012931975108
0.77,17,S241682179,Planet_3582,2.0490777773212964e-08,mercuries,0.0025056900633812426,0.12208437709036393,0.03826872991625137
1.37,356,S275786473,Planet_3583,5.763272536572091e-10,mercuries,0.009616808855518438,0.9238335813784452,0.36174928223236913
2.77,155,S165916576,Planet_3584,1.936544016291424e-08,neptunes,0.004845576286875253,0.4631776140982106,0.021722748365753216
