planet_radius,Period(Days),host_star_id,planet_name,contrast,planet_type,angular_separation,orbital_radius
3.669999999999999,309,S290109068,Planet_2655,3.1439467117355364e-08,neptunes,0.004666144088714042,0.7516968315312919
13.169999999999996,192,S250319128,Planet_2656,5.189187209779338e-07,gas_giants,0.0074028793259195,0.6940599606490754
1.17,222,S398271125,Planet_2657,8.651476027361113e-09,venuses,0.002132230673800483,0.682342646241485
2.1699999999999995,432,S280781638,Planet_2658,6.431860072981595e-09,neptunes,0.00040142726807862857,0.9834671335324601
1.4699999999999998,565,S202467073,Planet_2659,8.784985240731031e-09,venuses,0.007320821301423768,0.7849710476163633
1.37,25,S358559650,Planet_2660,4.68729523407406e-08,mercuries,0.00235156333271491,0.14184031628648283
1.17,264,S1001170427,Planet_2661,8.548753175106785e-09,venuses,0.03024631842152306,0.6776318092332908
1.87,259,S281783940,Planet_2662,4.621812449941248e-09,neptunes,0.0027780443597524296,0.8874403232647509
0.87,15,S173793940,Planet_2663,2.6777835270230493e-08,mercuries,0.001650307912394507,0.09874086204079202
1.4699999999999998,200,S248337071,Planet_2664,2.3976851922006963e-08,venuses,0.016679077746126817,0.49390045838587654
1.7699999999999996,36,S61317746,Planet_2665,8.828004570001033e-08,neptunes,0.001281631467606875,0.17729456094718782
1.7699999999999996,375,S100010286,Planet_2666,2.260965831128513e-09,neptunes,0.02642561662293931,0.8770315534914013
2.5699999999999994,156,S284076824,Planet_2667,2.9512225023300687e-08,neptunes,0.00961597951836217,0.45951769274744003
0.67,57,S32636530,Planet_2668,2.9444700155938686e-09,mercuries,0.0042305687229152985,0.27255871262702874
2.77,297,S268721219,Planet_2669,1.0072354640174885e-08,neptunes,0.023732384133443946,0.8972678944691768
1.7699999999999996,180,S230123572,Planet_2670,4.622726361863131e-09,neptunes,0.005479056334398786,0.5880282720385521
1.7699999999999996,274,S150201501,Planet_2671,7.276295946140748e-09,neptunes,0.000832513554226791,0.7428339714092994
2.5699999999999994,24,S429149602,Planet_2672,2.5130411411484785e-07,neptunes,0.0036377708330763764,0.1710787753144384
1.5699999999999998,17,S327857282,Planet_2673,1.47502019111267e-07,neptunes,0.001366011384214009,0.12809286845054954
0.97,297,S86999051,Planet_2674,3.894952430191471e-09,venuses,0.0015710771940780233,0.7342082811587347
1.37,28,S58360410,Planet_2675,2.3111382736337378e-08,mercuries,0.0006536191832916802,0.1745572354821797
1.0699999999999998,41,S63957451,Planet_2676,8.087665946985692e-09,mercuries,0.0046190663731339844,0.23008773727464585
0.67,16,S143278,Planet_2677,1.8686930902498274e-08,mercuries,0.0022012466197872936,0.10726234646254093
2.5699999999999994,21,S397052407,Planet_2678,1.085748453234261e-06,neptunes,0.0024361075434301415,0.084059502167534
0.77,18,S388934726,Planet_2679,2.8748197817587104e-08,mercuries,0.0008425871298684808,0.09326310260001164
1.7699999999999996,19,S63644901,Planet_2680,4.796515449038296e-07,neptunes,0.00041210791342609143,0.09227185627475629
1.27,445,S116611574,Planet_2681,1.4671304591145347e-09,earths,0.001428065701118396,1.1218888945047227
0.67,49,S22038430,Planet_2682,4.4095471544635186e-09,mercuries,0.007417664246515846,0.2293101981594361
3.369999999999999,104,S24608799,Planet_2683,2.2883822716302727e-08,neptunes,0.00973921726089169,0.47077686394874296
1.87,13,S281291526,Planet_2684,3.5358793849054247e-07,neptunes,0.00032758523814871193,0.07968532730830385
1.87,374,S8818385,Planet_2685,4.008967744107639e-09,neptunes,0.005322078445214803,0.826481879237316
1.37,109,S23228849,Planet_2686,2.2326597005485507e-08,venuses,0.0018195038952473863,0.42395716708054054
4.569999999999999,586,S135416726,Planet_2687,7.837329302371755e-09,neptunes,0.014354823837788466,1.1439397674069323
1.7699999999999996,452,S56125036,Planet_2688,2.062232961022205e-09,neptunes,0.00016972415708524404,0.9312214455090451
1.0699999999999998,193,S253139636,Planet_2689,7.696090057816132e-09,venuses,0.016079947401790265,0.5938266386472365
1.97,156,S49644110,Planet_2690,9.361420990792312e-09,neptunes,0.024405173664264174,0.5231184259078887
0.77,13,S229098638,Planet_2691,3.1328356908982083e-09,mercuries,0.0028879339336280395,0.10168478648299668
0.87,484,S56719902,Planet_2692,5.896422728706467e-10,earths,0.011115080794280516,1.1472659569905617
1.0699999999999998,23,S115305068,Planet_2693,1.7414749398157013e-09,mercuries,0.0030887135490098683,0.1540220493313287
1.27,266,S190166086,Planet_2694,5.517116615869903e-09,venuses,0.008500863910511336,0.8505576040685981
2.97,294,S458834874,Planet_2695,1.6766919744012795e-08,neptunes,0.005451735859111562,0.7601386571645528
2.07,577,S98950976,Planet_2696,2.618604497148919e-09,neptunes,0.005345761074181775,1.3675666907083033
2.869999999999999,450,S27068990,Planet_2697,1.3042087109029914e-08,neptunes,0.002957479372812615,0.9252779650056389
5.469999999999999,142,S139053298,Planet_2698,1.7815670080173632e-07,neptunes,0.013583632219643349,0.41085517086024564
1.4699999999999998,40,S77156672,Planet_2699,1.0630032297212388e-08,mercuries,0.0013838286296927159,0.19622510014945993
1.7699999999999996,197,S50283721,Planet_2700,1.260257734211276e-08,neptunes,0.006797549695711648,0.5335904229611931
2.27,62,S129887847,Planet_2701,3.261660721971004e-08,neptunes,0.010152801680920618,0.2852065633371324
15.369999999999996,256,S141201605,Planet_2702,4.147125914976496e-07,gas_giants,0.00947189196973989,0.9153799571964053
0.97,32,S58465153,Planet_2703,1.028941304261685e-08,mercuries,0.0015534729359629469,0.18060232487403616
0.97,221,S4612575,Planet_2704,4.0802885451586295e-09,venuses,0.0075886158951259785,0.7858670841064672
0.87,638,S296537003,Planet_2705,4.753398923644377e-10,earths,0.003568413035023956,1.306543678821135
0.77,304,S147288142,Planet_2706,2.879362041875169e-09,venuses,0.007335655780994142,0.7966931036254605
3.369999999999999,13,S91356756,Planet_2707,5.583823532607424e-07,neptunes,0.00141404147537691,0.13746763006815887
1.5699999999999998,113,S245792840,Planet_2708,1.8140748452190914e-08,neptunes,0.0020193233737872684,0.3858697081691188
0.97,66,S307646256,Planet_2709,4.580810252973797e-09,mercuries,0.006897179917754554,0.24851074487994068
2.6699999999999995,99,S122723011,Planet_2710,5.9407093060455915e-08,neptunes,0.016362661701973986,0.31721285794766524
1.0699999999999998,290,S201310500,Planet_2711,5.698954492454428e-09,venuses,0.015679067481971655,0.7645290737293038
1.27,554,S403259994,Planet_2712,1.587425649597609e-09,earths,0.001239064699433333,1.0219658442858977
0.87,400,S262133703,Planet_2713,2.939170692305265e-09,venuses,0.008394609854476256,0.8691774085995873
1.0699999999999998,155,S181520921,Planet_2714,1.4714104434934298e-08,venuses,0.011770231516372834,0.4642082448526703
2.77,401,S400231203,Planet_2715,7.559693957297724e-09,neptunes,0.011232729489613564,1.1391156717277495
1.27,151,S399688920,Planet_2716,1.5278603071498928e-08,venuses,0.009412126248361949,0.47573583206730735
2.1699999999999995,586,S140282940,Planet_2717,3.315133104520169e-09,neptunes,0.021881243148603142,1.1521393086645688
2.47,406,S172536921,Planet_2718,7.942713407284614e-09,neptunes,0.006757785999133984,0.9961278141516173
1.7699999999999996,599,S8444068,Planet_2719,2.452650340025493e-09,neptunes,0.005705291178095353,1.223452915038084
0.87,350,S320333528,Planet_2720,3.845697924139993e-09,venuses,0.02960557316619802,0.726145031526069
1.5699999999999998,189,S251179500,Planet_2721,7.415757891169869e-09,neptunes,0.001685685967151752,0.5131623548372876
1.37,85,S54003038,Planet_2722,5.2742910093606834e-09,mercuries,0.008318197962068024,0.24489485192392874
2.07,352,S272572357,Planet_2723,6.4356856683904175e-09,neptunes,0.004551960436596987,0.8816714523389831
0.87,233,S388905209,Planet_2724,5.064224750553702e-09,venuses,0.0035344310597561664,0.6278644938800886
4.469999999999999,326,S291509053,Planet_2725,2.008059070960717e-08,neptunes,0.010860863908468405,0.757434906777961
2.6699999999999995,12,S131029546,Planet_2726,1.2148566157374744e-06,neptunes,0.0008343272984298063,0.07896663086687176
4.069999999999999,545,S417116668,Planet_2727,5.234435927721125e-09,neptunes,0.006540044482482569,1.170333264050624
3.27,16,S203222054,Planet_2728,1.3964046793060648e-06,neptunes,0.00010541128511066871,0.1024489875075263
7.069999999999999,65,S98970968,Planet_2729,3.372373195240107e-07,hot_jupiters,0.0044214328127356725,0.2556304321418178
1.17,52,S80226651,Planet_2730,4.599143844508778e-09,mercuries,0.01483772085405238,0.2721566128533784
1.5699999999999998,11,S419813032,Planet_2731,9.630841592036574e-07,neptunes,0.000685030729082588,0.05940517353982698
0.77,68,S332286707,Planet_2732,3.264426690845162e-09,mercuries,0.002243729181760092,0.2633411787605404
0.97,135,S40849632,Planet_2733,1.1970947175708185e-08,venuses,0.012899861246334732,0.43057933549248656
1.0699999999999998,377,S245829484,Planet_2734,3.9352140459107695e-09,venuses,0.01793768579198477,0.8570860814245854
2.97,150,S302971087,Planet_2735,1.793489906359873e-08,neptunes,0.0005678633266715164,0.4191064601576586
1.0699999999999998,145,S191442042,Planet_2736,2.047268282885986e-08,venuses,0.018009198181242057,0.4098583261863275
3.27,468,S460022840,Planet_2737,5.563579196065979e-09,neptunes,0.03019243474431107,1.202818887782965
0.77,431,S95155246,Planet_2738,2.5556764487153994e-09,venuses,0.01256671457226412,0.772126467212533
2.27,427,S166650821,Planet_2739,4.602530547558158e-09,neptunes,0.012206445633916487,1.138153660483408
1.5699999999999998,121,S301525049,Planet_2740,2.06393258023277e-08,neptunes,0.001632234708938007,0.3920230130451864
1.5699999999999998,348,S321042141,Planet_2741,5.048884419556155e-09,neptunes,0.019793281105655147,0.8150170444801035
0.77,128,S251216282,Planet_2742,5.28628259145148e-09,venuses,0.001817154217788342,0.48716168908134533
1.0699999999999998,281,S84859050,Planet_2743,4.752657083191494e-09,venuses,0.002500365869163434,0.7826488202599184
2.97,20,S455305421,Planet_2744,1.3534694305545578e-07,neptunes,0.0016608857489479414,0.15817785778179505
3.369999999999999,91,S24053447,Planet_2745,1.586784829902892e-07,neptunes,0.004465463481174814,0.27232087900295493
0.77,293,S436614427,Planet_2746,2.653320882531209e-09,venuses,0.0029597923485716175,0.8012983927135339
6.669999999999998,544,S17740289,Planet_2747,6.757096297091873e-08,gas_giants,0.004010444051625363,0.9766083425778368
2.1699999999999995,159,S101831762,Planet_2748,5.877206171809318e-09,neptunes,0.003855440102659489,0.5545575658104447
6.269999999999999,11,S9337981,Planet_2749,3.8754586795449394e-07,hot_jupiters,0.0010839779728350604,0.08528944776209163
3.27,600,S236325118,Planet_2750,8.94893673490519e-09,neptunes,0.011802136729096233,1.1956305631422863
0.77,229,S467729221,Planet_2751,4.067626482895218e-09,venuses,0.03969225458703092,0.5917374095891251
0.97,174,S348503219,Planet_2752,6.212715221652336e-09,venuses,0.015420917570881697,0.6441507196778495
0.87,31,S394210384,Planet_2753,1.6051759879493683e-09,mercuries,0.0014384663479633352,0.17309572552142924
0.67,218,S345291554,Planet_2754,2.8649834721871335e-09,venuses,0.00822315729912404,0.6972911087436997
1.4699999999999998,284,S414965996,Planet_2755,9.433185421400139e-09,venuses,0.020290246511699833,0.8346621284472413
0.87,137,S327724364,Planet_2756,6.363799264736454e-09,venuses,0.0050851428019694864,0.5333666602199788
1.5699999999999998,366,S14297146,Planet_2757,2.0346403634864e-09,neptunes,0.009021345927765361,0.794502238141412
1.97,18,S320790248,Planet_2758,2.8119788745034673e-07,neptunes,0.004257879357480277,0.13351336568791003
3.0699999999999994,430,S292984842,Planet_2759,1.0693837352658982e-08,neptunes,0.015681264873198583,1.0910025665096137
3.0699999999999994,505,S142738700,Planet_2760,1.1381079273339329e-08,neptunes,0.04110771356662455,0.8321163049645339
3.1699999999999995,170,S250038504,Planet_2761,4.5713947628893834e-08,neptunes,0.010088581391589541,0.5176976801567741
2.1699999999999995,540,S1001170427,Planet_2762,5.053506483565342e-09,neptunes,0.0487377798497019,1.0919104096340555
2.37,30,S296700267,Planet_2763,2.4860155086067875e-07,neptunes,0.003461110866858186,0.14770582544239996
1.17,375,S151006728,Planet_2764,4.830856719209533e-09,venuses,0.036248676452936626,0.7919893458960954
3.669999999999999,259,S87937227,Planet_2765,1.708989941391683e-08,neptunes,0.02004570075737735,1.0058807670585206
3.869999999999999,56,Snan,Planet_2766,1.7504855226872227e-07,neptunes,0.004322222769753892,0.24154767522867623
0.67,168,S294068279,Planet_2767,5.314056385528612e-09,venuses,0.01919789213796965,0.49962761821685636
0.97,481,S452703951,Planet_2768,7.341395232007913e-10,earths,0.008384834604839105,1.155653844791006
0.97,138,S321439183,Planet_2769,1.3524547943621725e-08,venuses,0.01772651476192142,0.46623680702787573
0.77,319,S280808645,Planet_2770,2.9993250452327434e-09,venuses,0.002120903122395961,0.7623295817350954
0.67,22,S29266458,Planet_2771,1.0009179227500526e-08,mercuries,0.002881889718705765,0.12094949138476294
9.369999999999996,465,S166852313,Planet_2772,9.981081046456678e-08,gas_giants,0.005265155521575022,1.03023158170656
1.17,548,S262567433,Planet_2773,1.0268106618577012e-09,earths,0.028030901214327244,1.2196580576675886
3.669999999999999,361,S148002870,Planet_2774,8.376925556331311e-09,neptunes,0.005482323668900124,0.7979317334554266
1.5699999999999998,211,S455139555,Planet_2775,1.0300087572377833e-08,neptunes,0.05193972242113095,0.5270654759742935
1.5699999999999998,266,S7144533,Planet_2776,4.6271087880814075e-09,neptunes,0.02060518104610945,0.80359497961361
0.77,307,S234506911,Planet_2777,2.7990818685338402e-09,venuses,0.010672540665771741,0.7426486345409443
10.769999999999998,53,S380025752,Planet_2778,3.09739071352433e-07,hot_jupiters,0.0020007456685727436,0.2248306043332123
2.1699999999999995,182,S263350818,Planet_2779,1.0389347718940386e-08,neptunes,0.0024441903069199354,0.5249209997863575
1.87,313,S32636439,Planet_2780,4.012398453286056e-09,neptunes,0.013303991456527317,0.9205925653076894
1.37,14,S116483514,Planet_2781,2.6072629903943333e-08,mercuries,0.0008900062580090748,0.09847459228533627
1.37,44,S5990576,Planet_2782,1.8160922139018304e-08,mercuries,0.00043510703305418185,0.23135871395882807
2.869999999999999,11,S43866397,Planet_2783,1.1578108706068426e-06,neptunes,0.0027140498656361544,0.09046844310142453
0.97,227,S203361362,Planet_2784,4.653385439637662e-09,venuses,0.004494341760422247,0.7082007006282883
2.6699999999999995,17,S331366716,Planet_2785,3.7613331857474096e-07,neptunes,0.004109326511354304,0.12110766023145118
1.5699999999999998,428,S169056966,Planet_2786,2.946984847627806e-09,neptunes,0.019951351541351813,1.0098355354826998
1.0699999999999998,471,S237622598,Planet_2787,6.124830557876132e-10,earths,0.0023469351955052497,1.314524240011039
14.769999999999996,550,S92096978,Planet_2788,2.937005281088992e-07,gas_giants,0.007748614025990223,1.1364568006920295
1.37,190,S293567363,Planet_2789,1.609046378834231e-08,venuses,0.005424624440108135,0.5532821559456244
1.17,94,S117008676,Planet_2790,3.322571231078213e-09,mercuries,0.004726681879378021,0.29191342310816104
0.67,10,S160329609,Planet_2791,5.669876070347995e-08,mercuries,0.0067388115744262626,0.05841330150415042
3.1699999999999995,508,S51159255,Planet_2792,8.209177246238317e-09,neptunes,0.06063642345522209,0.7243061559296194
0.87,28,S302066574,Planet_2793,1.3277511244483672e-08,mercuries,0.00752898792182301,0.13577815162162823
0.67,367,S384607450,Planet_2794,1.5220814225115492e-09,venuses,0.010547258210556276,0.8778157304043591
1.5699999999999998,410,S349606109,Planet_2795,1.5487624075109752e-09,neptunes,0.0035188721723350665,0.9271146037268156
1.17,132,S326476721,Planet_2796,3.893788833150168e-09,mercuries,0.014645232972306351,0.3183148646606425
2.47,51,S453428169,Planet_2797,1.2015677272616354e-07,neptunes,0.006333796585930377,0.19724250499764473
0.77,75,S254526194,Planet_2798,2.3765210785789432e-09,mercuries,0.0008577081330441681,0.32444187101839556
0.67,99,S874607062,Planet_2799,7.682037510322548e-09,venuses,0.00041970555881717936,0.41865570382236905
0.97,38,S420964096,Planet_2800,7.994116006129555e-09,mercuries,0.006257470968194755,0.22252941205113644
0.67,220,S142680352,Planet_2801,1.8578117649981561e-09,venuses,0.00795852652888888,0.7318399912368689
1.27,129,S266596166,Planet_2802,1.8369277795861807e-08,venuses,0.013973644783177202,0.43281134998015924
2.97,20,S99302268,Planet_2803,2.3120775406270952e-07,neptunes,0.0034295402101641747,0.16324820033168416
1.37,401,S15902489,Planet_2804,1.8149187282718217e-09,earths,0.0007458227179758265,0.9903015162348155
3.369999999999999,92,S206189744,Planet_2805,3.6504305516710594e-08,neptunes,0.004531861087357183,0.4161082970771873
0.67,21,S213041938,Planet_2806,7.426007075935104e-09,mercuries,0.00245306170992985,0.12114167688154995
12.269999999999998,471,S77892955,Planet_2807,2.3256479250909812e-07,gas_giants,0.005714323859561364,0.995448738847921
1.4699999999999998,541,S99828446,Planet_2808,1.2951962119950197e-09,earths,0.018577651109391007,1.2356592061703122
2.6699999999999995,39,S324016035,Planet_2809,7.699943730051006e-08,neptunes,0.008938325652332615,0.29965034890600734
0.97,136,S259424304,Planet_2810,7.60310905645823e-09,venuses,0.009211997968472364,0.5226842284808725
1.67,264,S226496056,Planet_2811,9.189553066055867e-09,neptunes,0.0015359921902441194,0.6496609438424483
13.369999999999996,267,S397025550,Planet_2812,4.575546120489237e-07,gas_giants,0.00042446693914014713,0.6650195556757882
3.27,497,S141973157,Planet_2813,4.8970867466269695e-09,neptunes,0.007954765703685687,0.9589493716627503
1.17,99,S408412672,Planet_2814,3.204931746515827e-09,mercuries,0.015813328016830996,0.34324367125772004
0.67,17,S193272018,Planet_2815,9.929364811248481e-09,mercuries,0.003926428219747578,0.10160663535047217
1.27,338,S142809647,Planet_2816,5.613488894691103e-09,venuses,0.019871033115011157,0.8907892526227608
0.97,46,S224111829,Planet_2817,5.723407888253234e-09,mercuries,0.004433178270593438,0.218753116178106
3.0699999999999994,32,S149248196,Planet_2818,2.2687726855975206e-07,neptunes,0.0053183754551154655,0.1831179972825358
3.0699999999999994,341,S17418956,Planet_2819,4.253422356883975e-09,neptunes,0.016517794530198696,0.9957690553959925
0.67,10,S276317476,Planet_2820,3.067421497835747e-08,mercuries,0.0004292393325982498,0.07661810417442277
1.0699999999999998,213,S360552883,Planet_2821,9.769401219268023e-09,venuses,0.008141793413473916,0.5983670000257417
0.97,41,S254125171,Planet_2822,6.872319742516019e-09,mercuries,0.008601242969006991,0.25654204517115287
0.87,121,S180290756,Planet_2823,1.6688436031443541e-09,mercuries,0.018454982438953556,0.3769676179113261
1.0699999999999998,57,S92193367,Planet_2824,2.0700394513338356e-09,mercuries,0.0015070913324663686,0.2342362745199255
1.37,21,S114922178,Planet_2825,4.449049227496684e-09,mercuries,0.0005203539015899366,0.16131913311425894
1.27,22,S1001291727,Planet_2826,7.931415384765406e-09,mercuries,0.002335162219680955,0.14058064693956485
3.5699999999999994,476,S415868365,Planet_2827,3.967734951920499e-09,neptunes,0.030331710079612915,1.1753377319259897
4.369999999999999,143,S1914933968,Planet_2828,3.8067095414216204e-08,neptunes,0.0018194528579027992,0.4575230290524926
1.5699999999999998,41,S316960830,Planet_2829,3.9437354616538565e-08,neptunes,0.0019313595136308407,0.21904603311415663
1.17,16,S416092387,Planet_2830,1.6922403358691636e-08,mercuries,0.0021314690927092287,0.09732155249199533
0.77,59,S161631693,Planet_2831,2.737329228941949e-09,mercuries,0.0014891196886129422,0.3334654811421694
6.769999999999999,392,S196889530,Planet_2832,7.604793967688338e-08,gas_giants,0.008214939203797088,0.9514401313723637
0.67,281,S165306319,Planet_2833,1.7872156325675853e-09,venuses,0.022537730041779915,0.7345284102168333
2.77,496,S341149986,Planet_2834,5.0723543846344984e-09,neptunes,0.11004761468392966,1.4278496730094883
0.77,146,S303610879,Planet_2835,8.707023847552793e-09,venuses,0.010970547512676239,0.4487006824604044
2.07,70,S200383073,Planet_2836,2.4339224246603904e-08,neptunes,0.005441851282029384,0.2786230992152728
0.77,157,S27307389,Planet_2837,5.88000818820487e-09,venuses,0.0013670406769990665,0.5061705867929347
4.469999999999999,371,S59840611,Planet_2838,2.3639655806869068e-08,neptunes,0.0023301045980138498,0.8446869222593018
3.0699999999999994,72,S28127268,Planet_2839,1.2291051321225517e-07,neptunes,0.004707157491560032,0.29240268187323043
1.67,488,S63468501,Planet_2840,9.109541916307806e-10,neptunes,0.010447820550886657,1.0789364214328512
6.969999999999999,197,S185879400,Planet_2841,1.7767260682533435e-07,gas_giants,0.007013547732834322,0.5436808425702501
0.97,121,S289456142,Planet_2842,8.393278875232967e-09,venuses,0.0023214456906331922,0.4918606453576425
3.369999999999999,24,S212681450,Planet_2843,1.276186348128028e-07,neptunes,0.0014284302109780335,0.1777390464368164
3.27,227,S433505560,Planet_2844,2.255873648462816e-08,neptunes,0.011807064868597814,0.6205032423949992
0.67,27,S77340449,Planet_2845,6.544484248442882e-09,mercuries,0.0021525435042663126,0.16002849194478722
2.77,17,S251847100,Planet_2846,7.476916791325811e-07,neptunes,0.00028941639281480886,0.10603504220835161
5.569999999999999,179,S115521693,Planet_2847,1.1925182495511137e-07,neptunes,0.005086212664820632,0.546369471918625
0.87,241,S99842694,Planet_2848,3.4130483872097907e-09,venuses,0.019464001400642843,0.7861614979255255
1.0699999999999998,26,S169015594,Planet_2849,2.638443839033774e-09,mercuries,0.0017854574595146174,0.2321750771011333
1.0699999999999998,45,S190856325,Planet_2850,6.439545393782296e-09,mercuries,0.0044015562907798785,0.25044196094659715
1.27,148,S219709102,Planet_2851,1.0843679889241325e-08,venuses,0.02776304315193909,0.6003751181073339
0.87,12,S16808542,Planet_2852,2.1138956184182554e-08,mercuries,0.00012634051479255693,0.1018897675161213
0.87,28,S292984842,Planet_2853,7.561733598721647e-09,mercuries,0.002538092667375908,0.17658432763794818
1.0699999999999998,251,S58318574,Planet_2854,9.076874765679943e-09,venuses,0.018322773693412106,0.5491792982384587
1.5699999999999998,167,S448366265,Planet_2855,3.776655854935478e-09,neptunes,0.0004571847527212994,0.49471552671948754
2.5699999999999994,84,S228484455,Planet_2856,5.425258175072572e-08,neptunes,0.0026324148400612554,0.3351623901074124
0.77,12,S108596229,Planet_2857,3.173486472966938e-08,mercuries,0.00144380165941777,0.09476826903655905
1.27,24,S236635404,Planet_2858,8.840364136437502e-09,mercuries,0.0024620549551213865,0.13493980827930183
1.37,10,S44508353,Planet_2859,1.114406998190743e-07,mercuries,0.0014539078330396008,0.0763128409379882
0.67,121,S38114366,Planet_2860,4.611724982257946e-09,venuses,0.0042179951401474175,0.46701748341661226
6.969999999999999,316,S22859629,Planet_2861,1.2302782860059495e-07,gas_giants,0.017719163711582622,0.7984150989298029
1.17,175,S324316924,Planet_2862,1.0130827704444079e-08,venuses,0.01470941698548249,0.5380796412388831
1.27,134,S257000525,Planet_2863,2.0028640638522865e-08,venuses,0.0034855368932530093,0.4272205989526324
6.369999999999998,180,S234315293,Planet_2864,2.4088928109698593e-07,gas_giants,0.00039838361223582723,0.5190579147854749
2.6699999999999995,306,S26842132,Planet_2865,8.580660135416694e-09,neptunes,0.007444131074855987,0.8611836920440623
1.27,42,S86268835,Planet_2866,6.0791216005157695e-09,mercuries,0.004910255243955291,0.2185963667792374
2.07,12,S219001009,Planet_2867,7.531856411162047e-07,neptunes,0.0024564278016381688,0.0778762207772899
0.77,420,S205764187,Planet_2868,4.71163511432974e-10,earths,0.0161992615398175,1.07134223235816
3.869999999999999,185,S435938788,Planet_2869,3.219538432811869e-08,neptunes,0.010388570899804194,0.5236954210424695
1.97,548,S270494184,Planet_2870,2.1478922815359085e-09,neptunes,0.002302972874151022,1.174624134443997
0.67,385,S22481324,Planet_2871,5.035789975887615e-10,earths,0.008549849003233825,0.9107751499940744
1.17,31,S354619745,Planet_2872,4.570352022717024e-09,mercuries,0.005810152773797071,0.23230997759347347
1.0699999999999998,311,S49454591,Planet_2873,1.401640462281025e-09,earths,0.009628987579023718,0.9121098587267651
2.07,81,S171644414,Planet_2874,4.3697973876062394e-08,neptunes,0.00019080888832930816,0.3653223218352613
0.77,462,S138988113,Planet_2875,2.1548848554991896e-09,venuses,0.01049828246651676,0.8747926408763164
1.87,355,S423607409,Planet_2876,5.681796876492082e-09,neptunes,0.0019256892199994253,0.8812575123299902
2.97,474,S231009108,Planet_2877,8.59792847668125e-09,neptunes,0.001922419481524167,1.158097796576596
1.27,45,S165199850,Planet_2878,3.905306750562771e-09,mercuries,0.0025012301952207806,0.24889388912594324
0.97,58,S388521607,Planet_2879,3.4545884053689093e-09,mercuries,0.00212323321540661,0.2553099200391469
1.0699999999999998,119,S443440842,Planet_2880,1.7980096847825757e-08,venuses,0.002075729011022334,0.42792732996497196
2.07,255,S290183774,Planet_2881,4.252643809492802e-09,neptunes,0.018172482484032637,0.6918019154978097
2.37,23,S193272018,Planet_2882,4.4480697520297896e-07,neptunes,0.00480304813233176,0.1242914763341767
1.17,364,S660011475,Planet_2883,1.5339615996548033e-09,earths,0.010955393847876643,0.9807910773398373
0.87,307,S416353503,Planet_2884,2.561525790874227e-09,venuses,0.005202229981811066,0.8336517341256067
1.4699999999999998,151,S421128814,Planet_2885,2.8457059823936182e-08,venuses,0.004882861743876403,0.4761798776859297
0.77,71,S193904802,Planet_2886,4.031250711148732e-09,mercuries,0.0002734059463642891,0.27489468748725365
1.17,77,S193136060,Planet_2887,3.3704339827344923e-09,mercuries,0.007820863848469086,0.33814368644452697
2.27,160,S290555611,Planet_2888,2.0218246536982044e-08,neptunes,0.0029609896027075564,0.5463706297402556
2.27,412,S129865530,Planet_2889,2.3492327149026784e-09,neptunes,0.0129229713155948,1.2730877048577578
0.67,237,Snan,Planet_2890,3.230978916746087e-09,venuses,0.011308734973040524,0.6319893230932895
1.97,61,S21720503,Planet_2891,9.344356575819475e-08,neptunes,0.005803831180805836,0.23755128833856107
0.97,76,S415775240,Planet_2892,3.144139058892634e-09,mercuries,0.0007791919355324868,0.3180636363984906
1.27,78,S313403579,Planet_2893,3.6259638622934687e-09,mercuries,0.005102823114293999,0.2994609536887099
0.77,439,S156003229,Planet_2894,4.1691723202174683e-10,earths,0.033651812127043705,1.2180998678549415
1.0699999999999998,102,S33527111,Planet_2895,1.6732757104133138e-09,mercuries,7.47575099881016e-05,0.349975943324613
0.77,15,S317914566,Planet_2896,2.1842522737503096e-08,mercuries,0.001192445115029179,0.10125282323093164
4.569999999999999,58,S54147487,Planet_2897,1.0855827169419638e-07,neptunes,0.001450311380822752,0.2611599906176655
0.67,15,S445872278,Planet_2898,1.4423251149639853e-08,mercuries,0.0002134531054044048,0.12733850831377258
1.4699999999999998,568,S442676759,Planet_2899,1.4087151678655635e-09,earths,0.009817151433371049,1.3097428567287213
0.77,152,S101808114,Planet_2900,5.345320159362002e-09,venuses,0.0004880306371873574,0.49254563076361235
5.169999999999999,50,S427020093,Planet_2901,4.929622207012577e-07,neptunes,0.0023976220212989724,0.2653097509615274
0.87,15,S421807396,Planet_2902,2.6409151281547383e-08,mercuries,0.00031521125925907393,0.12125487249190536
0.87,334,S67587993,Planet_2903,2.3614251803844254e-09,venuses,0.015297723157931459,0.870912232133429
2.5699999999999994,135,S390726748,Planet_2904,1.5887694295013375e-08,neptunes,0.010634146027701902,0.4637292759117087
3.769999999999999,387,S233731818,Planet_2905,2.390336336918612e-08,neptunes,0.024564036695732178,0.8317891029773626
1.7699999999999996,39,S242942985,Planet_2906,4.7728199984250355e-08,neptunes,0.010102469169584146,0.21501405727338913
1.67,171,S368355995,Planet_2907,4.61391902508569e-09,neptunes,0.0023442606456002967,0.5131711795888957
0.87,197,S152865184,Planet_2908,8.74750537336162e-09,venuses,0.013977998097555903,0.4982748643543694
4.769999999999999,73,S245937103,Planet_2909,3.1661081853726313e-07,neptunes,0.0006669066357374585,0.31098595679688756
1.17,11,S301481148,Planet_2910,5.61414489417239e-08,mercuries,0.0005138578056405796,0.09482120207255182
